NR_TURNO,SG_UF,SG_UE,NM_MUNICIPIO,NR_ZONA,DS_CARGO,NM_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,NM_PARTIDO,DS_COMPOSICAO_COLIGACAO,QT_VOTOS_NOMINAIS,QT_VOTOS_NOMINAIS_VALIDOS,DS_SIT_TOT_TURNO
1,PE,25313,RECIFE,7,Prefeito,DANIELLE GONDIM PORTELA,DANI PORTELA,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE) / PCB,4447,4447,NÃO ELEITO
1,PE,25313,RECIFE,2,Prefeito,DANIELLE GONDIM PORTELA,DANI PORTELA,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE) / PCB,2613,2613,NÃO ELEITO
1,PE,25313,RECIFE,149,Prefeito,DANIELLE GONDIM PORTELA,DANI PORTELA,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE) / PCB,2647,2647,NÃO ELEITO
1,PE,25313,RECIFE,150,Prefeito,DANIELLE GONDIM PORTELA,DANI PORTELA,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE) / PCB,2742,2742,NÃO ELEITO
1,PE,25313,RECIFE,4,Prefeito,DANIELLE GONDIM PORTELA,DANI PORTELA,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE) / PCB,3877,3877,NÃO ELEITO
1,PE,25313,RECIFE,8,Prefeito,DANIELLE GONDIM PORTELA,DANI PORTELA,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE) / PCB,5320,5320,NÃO ELEITO
1,PE,25313,RECIFE,6,Prefeito,DANIELLE GONDIM PORTELA,DANI PORTELA,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE) / PCB,2459,2459,NÃO ELEITO
1,PE,25313,RECIFE,3,Prefeito,DANIELLE GONDIM PORTELA,DANI PORTELA,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE) / PCB,1690,1690,NÃO ELEITO
1,PE,25313,RECIFE,5,Prefeito,DANIELLE GONDIM PORTELA,DANI PORTELA,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE) / PCB,4553,4553,NÃO ELEITO
1,BA,35394,IBIASSUCÊ,93,Prefeito,EMANUEL FERNANDO ALVES CARDOSO,NANDO CARDOSO,MDB,Movimento Democrático Brasileiro,MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),3475,3475,NÃO ELEITO
1,MT,90867,NOVA LACERDA,61,Prefeito,CLAUDINEY DA SILVA,CLAUDINEY,PSDB,Partido da Social Democracia Brasileira,Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PP,1088,1088,NÃO ELEITO
1,GO,94455,LUZIÂNIA,19,Prefeito,ANA LÚCIA DE SOUSA E SILVA,DIRETORA ANA LÚCIA,PSDB,Partido da Social Democracia Brasileira,PODE / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / SOLIDARIEDADE,10279,10279,NÃO ELEITO
1,PI,11517,PARNAGUÁ,26,Prefeito,MARCOS MILTON SOARES LUSTOSA DE ARAUJO,MARCOS MILTON,PT,Partido dos Trabalhadores,MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),2656,2656,NÃO ELEITO
1,RJ,58556,MENDES,56,Prefeito,FERNANDO ALVES FONSECA,FERNANDINHO,UNIÃO,União Brasil,PL / MDB / PRD / UNIÃO,975,975,NÃO ELEITO
1,MS,91030,LADÁRIO,50,Prefeito,ROMERO PACHECO DOS SANTOS,ROMERO KORICHÃO,NOVO,Partido Novo,NOVO,301,301,NÃO ELEITO
1,MA,7986,NOVA COLINAS,105,Prefeito,FRANCIVALDO DE SOUSA COSTA,FRANCIVALDO COSTA,PP,PROGRESSISTAS,PP / PSB / MDB,1523,1523,NÃO ELEITO
1,GO,93220,TEREZÓPOLIS DE GOIÁS,3,Prefeito,UILTON PEREIRA DOS SANTOS,UILTINHO ,PODE,Podemos,PODE / UNIÃO / REPUBLICANOS,2799,2799,NÃO ELEITO
1,PE,26212,VERDEJANTE,75,Prefeito,FRANCISCO ALVES TAVARES DE SÁ,CARRAPICHO,PSD,Partido Social Democrático,MDB / PSD / SOLIDARIEDADE,2575,2575,NÃO ELEITO
1,RS,89699,VICTOR GRAEFF,117,Prefeito,CLÁUDIO AFONSO ALFLEN,CLÁUDIO ALFLEN,PDT,Partido Democrático Trabalhista,PDT / UNIÃO,656,656,NÃO ELEITO
1,MG,43877,CORONEL FABRICIANO,97,Prefeito,STELLA NUNES ROCHA,DRA STELLA NUNES,MDB,Movimento Democrático Brasileiro,MDB / PDT / AGIR / AVANTE,13281,13281,NÃO ELEITO
1,RN,17698,OURO BRANCO,23,Prefeito,AMANDA SILVA DA MATA COUTINHO,AMANDA DA MATA,PSDB,Partido da Social Democracia Brasileira,MDB / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1518,1518,NÃO ELEITO
1,MG,40037,ABAETÉ,1,Prefeito,WILSON MARCELO DA SILVA,MARCELO TECO,PSDB,Partido da Social Democracia Brasileira,PDT / PP / PSB / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / Federação PSOL REDE(PSOL/REDE),2497,2497,NÃO ELEITO
1,SP,70378,SANTA ISABEL,115,Prefeito,CLEBER VINICIUS KERCHNER,CLEBÃO,PL,Partido Liberal,REPUBLICANOS / PL / DC / PSD / PDT,12432,12432,NÃO ELEITO
1,SP,64254,FRANCA,46,Prefeito,GUILHERME DA COSTA AGUIAR CORTEZ,GUILHERME CORTEZ,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE) / PDT,11253,11253,NÃO ELEITO
1,SP,64254,FRANCA,291,Prefeito,GUILHERME DA COSTA AGUIAR CORTEZ,GUILHERME CORTEZ,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE) / PDT,11565,11565,NÃO ELEITO
1,PB,19097,ALAGOINHA,9,Prefeito,VITOR AMADEU DE MORAIS BELTRÃO,VITOR BELTRÃO,PSB,Partido Socialista Brasileiro,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / PSB,4560,4560,NÃO ELEITO
1,MA,8486,SENADOR ALEXANDRE COSTA,6,Prefeito,KELSON DE OLIVEIRA SILVA,DR KELSON,UNIÃO,União Brasil,PDT / UNIÃO,2786,2786,NÃO ELEITO
1,BA,37974,PIRITIBA,54,Prefeito,MOISES DIAS FERREIRA,MOISÉS DIAS,MDB,Movimento Democrático Brasileiro,MDB / PSB / PDT / REPUBLICANOS / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),5315,5315,NÃO ELEITO
1,PA,4022,TAILÂNDIA,93,Prefeito,ANDERSON CAMPOREZ,ALEMAO DA CERAMICA,UNIÃO,União Brasil,UNIÃO / REPUBLICANOS / PODE / PL / PSB / PSD / SOLIDARIEDADE,18274,18274,NÃO ELEITO
1,MA,7552,CARUTAPERA,55,Prefeito,AIRTON MARQUES SILVA,DR AIRTON,UNIÃO,União Brasil,UNIÃO / PRD / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),6452,6452,NÃO ELEITO
1,MG,40169,DURANDÉ,168,Prefeito,PAULO HENRIQUE PAIVA,PAULO HENRIQUE,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / UNIÃO,2063,2063,NÃO ELEITO
1,SP,70939,SÃO JOSÉ DO BARREIRO,18,Prefeito,MARCO ANTONIO DE OLIVEIRA SANTOS,MARCO DO MERCADO,PSD,Partido Social Democrático,MDB / UNIÃO / PSD / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1014,1014,NÃO ELEITO
1,PR,79790,NOVA SANTA ROSA,124,Prefeito,NOEDI MAX HARDT,NOEDI MAX HARDT,PSD,Partido Social Democrático,PSD / PL / MDB,2427,2427,NÃO ELEITO
1,RN,18953,VERA CRUZ,7,Prefeito,ÍTALO LUCAS ROCHA CABRAL,ÍTALO CABRAL,PSD,Partido Social Democrático,PSD / Federação PSDB CIDADANIA(PSDB/CIDADANIA),4778,4778,NÃO ELEITO
1,MG,46078,IJACI,160,Prefeito,PAULO EDUARDO PÁRRAGA,PAULINHO PÁRRAGA,REDE,Rede Sustentabilidade,SOLIDARIEDADE / Federação PSOL REDE(PSOL/REDE),165,165,NÃO ELEITO
1,MG,46337,ITABIRA,132,Prefeito,NEIDSON DIAS FREITAS,NEIDSON FREITAS,MDB,Movimento Democrático Brasileiro,REPUBLICANOS / PSD / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PP / PODE / MDB,4366,4366,NÃO ELEITO
1,MG,54453,ITAÚ DE MINAS,293,Prefeito,WALLACE FABIANO ALVES,WALLACE DO CLEZINHO,MDB,Movimento Democrático Brasileiro,REPUBLICANOS / MDB / PL / PRD / PSB / NOVO / PSD,2805,2805,NÃO ELEITO
1,PB,19658,CABEDELO,57,Prefeito,WALLBER VIRGOLINO DA SILVA FERREIRA,WALLBER VIRGOLINO,PL,Partido Liberal,PL / NOVO,8413,8413,NÃO ELEITO
1,SP,66290,LARANJAL PAULISTA,142,Prefeito,IVETE APARECIDA MIGLIANI,IVETE MIGLIANI,PL,Partido Liberal,MDB / AVANTE / PL,4791,4791,NÃO ELEITO
1,MG,47619,LASSANCE,310,Prefeito,ARTUR DE OLIVEIRA SIQUEIRA,ARTUR ENFERMEIRO,PSD,Partido Social Democrático,SOLIDARIEDADE / PL / PSD,2180,2180,NÃO ELEITO
1,SP,68837,PIRAPORA DO BOM JESUS,428,Prefeito,GREGÓRIO MATIAS DE FREITAS,NENO FREITAS,MOBILIZA,Mobilização Nacional,MOBILIZA / DC,383,383,NÃO ELEITO
1,MG,40517,ANDRADAS,13,Prefeito,VINÍCIO TEIXEIRA,PROFESSOR VINÍCIUS,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / PSB,1113,1113,NÃO ELEITO
1,SC,83755,VARGEÃO,63,Prefeito,GEAN RICARDO BONIATTI GAZZIERO,GEAN,PP,PROGRESSISTAS,PP / PL,1168,1168,NÃO ELEITO
1,BA,36820,LAJEDO DO TABOCAL,37,Prefeito,EDNALDO DA SILVA CAMPOS,EDNALDO CAMPOS,PSD,Partido Social Democrático,PSD / REPUBLICANOS,1304,1304,NÃO ELEITO
1,GO,94773,MOZARLÂNDIA,110,Prefeito,VALTER ALEIXO,VALTER ALEIXO,PODE,Podemos,PODE / UNIÃO / SOLIDARIEDADE / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),2796,2796,NÃO ELEITO
1,MA,8176,LAGO VERDE,66,Prefeito,ERICA JACIARA ALVES COSTA,ERICA REVIL,UNIÃO,União Brasil,UNIÃO / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),4239,4239,NÃO ELEITO
1,RS,85952,CASCA,138,Prefeito,GUSTAVO BACCIN,BACCIN,MDB,Movimento Democrático Brasileiro,MDB / PSB,1723,1723,NÃO ELEITO
1,RS,86428,BOA VISTA DAS MISSÕES,32,Prefeito,NOLI DA SILVA BUENO,NOLI,PP,PROGRESSISTAS,PP / PL,828,828,NÃO ELEITO
1,RJ,58220,AREAL,174,Prefeito,FLAVIO MAGDALENA BRAVO,FLAVIO BRAVO,SOLIDARIEDADE,Solidariedade,AVANTE / SOLIDARIEDADE,749,749,NÃO ELEITO
1,AM,2437,ITAPIRANGA,24,Prefeito,JOSÉ MIGUEL SOUZA DE ALMEIDA,MIGUEL ALMEIDA,MOBILIZA,Mobilização Nacional,MOBILIZA,89,89,NÃO ELEITO
1,MG,51179,RIO PRETO,240,Prefeito,ELBA HYPOLITO,ELBA HYPOLITO,PL,Partido Liberal,PL,350,350,NÃO ELEITO
1,MG,48755,MUNHOZ,112,Prefeito,JURANDIR DA ROSA,JURANDIR,PP,PROGRESSISTAS,PP / PRD / PL,1846,1846,NÃO ELEITO
1,PI,11177,MANOEL EMÍDIO,67,Prefeito,CLAUDIA MARIA DE JESUS PIRES MEDEIROS,CLAUDIA MEDEIROS,MDB,Movimento Democrático Brasileiro,MDB / PSB,1677,0,NÃO ELEITO
1,MA,7595,CEDRAL,30,Prefeito,SUELY LEITE CHAGAS,DR. SUELY,REPUBLICANOS,REPUBLICANOS,REPUBLICANOS / DC,488,488,NÃO ELEITO
1,MG,41564,SÃO FÉLIX DE MINAS,117,Prefeito,CLEUDISON LUIZ DA SILVA,CLEUDIM MACHADO,REPUBLICANOS,REPUBLICANOS,REPUBLICANOS / MOBILIZA / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / UNIÃO,1216,1216,NÃO ELEITO
1,MG,52795,SÃO PEDRO DOS FERROS,234,Prefeito,MARIA CELIA GAMA PERES,MARIA CELIA,PSD,Partido Social Democrático,MDB / AGIR / PSD / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1799,1799,NÃO ELEITO
1,MG,53970,UBÁ,275,Prefeito,MONICA VALLONE ESPOSITO MARCHI,MONICA VALLONE,UNIÃO,União Brasil,UNIÃO / PRD / REPUBLICANOS / PODE / PP / PL / MDB / PMB,21578,21578,NÃO ELEITO
1,ES,56057,ALFREDO CHAVES,12,Prefeito,ROLMAR BOTECCHIA,ROLMAR BOTECCHIA,PSB,Partido Socialista Brasileiro,PDT / PODE / PSB / PSD,3177,3177,NÃO ELEITO
1,RS,85286,ESTAÇÃO,70,Prefeito,JOSÉ CARLOS TONIN,TONIN,PL,Partido Liberal,PL / MDB,1202,1202,NÃO ELEITO
1,AC,1015,CAPIXABA,2,Prefeito,SARA FRANK DE LIMA RODRIGOS,SARA FRANK,MDB,Movimento Democrático Brasileiro,PODE / PSD / MDB,2327,2327,NÃO ELEITO
1,BA,39713,XIQUE-XIQUE,68,Prefeito,SIMONE COSMO DA SILVA,DRA SIMONE,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / PSB / AVANTE / PODE,12797,12797,NÃO ELEITO
1,PB,20699,LASTRO,63,Prefeito,ESPEDITO GONÇALVES FILHO,ESPEDITO FILHO,PSB,Partido Socialista Brasileiro,PP / PSB,1430,1430,NÃO ELEITO
1,PR,74837,CAMPO MOURÃO,31,Prefeito,EDOEL ROCHA,EDOEL ROCHA,PV,Partido Verde,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE),1345,1345,NÃO ELEITO
1,PA,4510,COLARES,8,Prefeito,ALCINARA MARTINS SANTOS DA SILVA SOUSA,ALCINARA MARTINS,PODE,Podemos,PODE / PRD,549,549,NÃO ELEITO
1,MG,42650,CARANGOLA,69,Prefeito,LUIZ CEZAR SOARES RICARDO,CEZAR RICARDO,PP,PROGRESSISTAS,PP / PL / AVANTE / PDT / PODE,3297,3297,NÃO ELEITO
1,PB,21911,SÃO JOSÉ DE PIRANHAS,40,Prefeito,JOSÉ JUDIVAN DE LIMA,JUDIVAN LIMA,PP,PROGRESSISTAS,PP / MDB,3746,3746,NÃO ELEITO
1,MG,52612,SÃO JOSÉ DA VARGINHA,202,Prefeito,JOSÉ EVANDRO MARCIEL,CAÇULINHA,PRD,Partido Renovação Democrática,REPUBLICANOS / MDB / PODE / PRD,1084,1084,NÃO ELEITO
1,RJ,58211,CANTAGALO,101,Prefeito,CARLA DE FÁTIMA GUIMARÃES ABREU,CARLA GUIMARÃES,PL,Partido Liberal,PSB / PL,580,580,NÃO ELEITO
1,RJ,58211,CANTAGALO,101,Prefeito,CIRO FERNANDES PINTO,CIRO FERNANDES,CIDADANIA,Cidadania,Federação PSDB CIDADANIA(PSDB/CIDADANIA) / NOVO,2117,2117,NÃO ELEITO
1,MT,99015,COMODORO,61,Prefeito,HAMILTON JULIO DA SILVA,HAMILTON DA CENTRAL MOVEIS,PSB,Partido Socialista Brasileiro,PSB / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1247,1247,NÃO ELEITO
1,PA,4316,BONITO,41,Prefeito,JAMIL KALLEDY ASSAD NOGUEIRA,KALLEDY ASSAD,UNIÃO,União Brasil,UNIÃO / PDT,2869,2869,NÃO ELEITO
1,PA,4316,BONITO,41,Prefeito,MICHEL ASSAD,MICHEL ASSAD,PRD,Partido Renovação Democrática,Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PRD,2417,2417,NÃO ELEITO
1,PE,24198,GARANHUNS,56,Prefeito,GERSON JOSE DE CARVALHO SOUZA FILHO,GERSINHO FILHO,PL,Partido Liberal,PL / UNIÃO / NOVO,4046,4046,NÃO ELEITO
1,BA,39594,VALENTE,120,Prefeito,MARCOS ADRIANO DE OLIVEIRA ARAÚJO,MARCOS ADRIANO,PSD,Partido Social Democrático,PSD / SOLIDARIEDADE / PP / PSB,8204,8204,NÃO ELEITO
1,RS,86541,CENTENÁRIO,3,Prefeito,GILBERTO KOZAK,BETO,PT,Partido dos Trabalhadores,UNIÃO / PDT / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1030,1030,NÃO ELEITO
1,SP,67679,NOVA LUZITÂNIA,162,Prefeito,EDCARLOS PEREIRA CAMPOS,EDINHO,PP,PROGRESSISTAS,PP / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / UNIÃO,1003,1003,NÃO ELEITO
1,PE,25313,RECIFE,2,Prefeito,DANIEL PIRES COELHO,DANIEL COELHO,PSD,Partido Social Democrático,PP / PODE / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PRD / MOBILIZA,2301,2301,NÃO ELEITO
1,PE,25313,RECIFE,7,Prefeito,DANIEL PIRES COELHO,DANIEL COELHO,PSD,Partido Social Democrático,PP / PODE / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PRD / MOBILIZA,2904,2904,NÃO ELEITO
1,PE,25313,RECIFE,6,Prefeito,DANIEL PIRES COELHO,DANIEL COELHO,PSD,Partido Social Democrático,PP / PODE / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PRD / MOBILIZA,2124,2124,NÃO ELEITO
1,PE,25313,RECIFE,150,Prefeito,DANIEL PIRES COELHO,DANIEL COELHO,PSD,Partido Social Democrático,PP / PODE / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PRD / MOBILIZA,2743,2743,NÃO ELEITO
1,PE,25313,RECIFE,3,Prefeito,DANIEL PIRES COELHO,DANIEL COELHO,PSD,Partido Social Democrático,PP / PODE / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PRD / MOBILIZA,1770,1770,NÃO ELEITO
1,PE,25313,RECIFE,149,Prefeito,DANIEL PIRES COELHO,DANIEL COELHO,PSD,Partido Social Democrático,PP / PODE / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PRD / MOBILIZA,3099,3099,NÃO ELEITO
1,PE,25313,RECIFE,5,Prefeito,DANIEL PIRES COELHO,DANIEL COELHO,PSD,Partido Social Democrático,PP / PODE / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PRD / MOBILIZA,3782,3782,NÃO ELEITO
1,PE,25313,RECIFE,1,Prefeito,DANIEL PIRES COELHO,DANIEL COELHO,PSD,Partido Social Democrático,PP / PODE / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PRD / MOBILIZA,3758,3758,NÃO ELEITO
1,PE,25313,RECIFE,9,Prefeito,DANIEL PIRES COELHO,DANIEL COELHO,PSD,Partido Social Democrático,PP / PODE / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PRD / MOBILIZA,1720,1720,NÃO ELEITO
1,PE,25313,RECIFE,8,Prefeito,DANIEL PIRES COELHO,DANIEL COELHO,PSD,Partido Social Democrático,PP / PODE / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PRD / MOBILIZA,3296,3296,NÃO ELEITO
1,PE,25313,RECIFE,4,Prefeito,DANIEL PIRES COELHO,DANIEL COELHO,PSD,Partido Social Democrático,PP / PODE / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PRD / MOBILIZA,2291,2291,NÃO ELEITO
1,RS,85090,ALPESTRE,144,Prefeito,ALCIR JOSÉ HENDGES,ALCIR,MDB,Movimento Democrático Brasileiro,MDB / PSD,2711,0,NÃO ELEITO
1,MT,90867,NOVA LACERDA,61,Prefeito,JOSE CARLOS DE SOUZA,ZÉ DA DYKASA,UNIÃO,União Brasil,REPUBLICANOS / PRD / UNIÃO,1155,1155,NÃO ELEITO
1,MT,98817,PEIXOTO DE AZEVEDO,33,Prefeito,CALEBE FERREIRA BORGES,CALEBE BORGES,PSD,Partido Social Democrático,Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / PL / PRTB,4528,4528,NÃO ELEITO
1,PA,4693,IRITUIA,11,Prefeito,MARCOS DE LIMA PINTO,MARCOS TONHEIRO,MDB,Movimento Democrático Brasileiro,MDB / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / REPUBLICANOS,9447,9447,NÃO ELEITO
1,BA,37354,MORRO DO CHAPÉU,55,Prefeito,CLEOVA OLIVEIRA BARRETO,CLEOVÁ BARRETO,PSD,Partido Social Democrático,PSD / AVANTE / PP / AGIR / PODE / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),5979,5979,NÃO ELEITO
1,AM,98434,RIO PRETO DA EVA,68,Prefeito,JOAO VASCONCELOS DE BRITO,BATISTA DO REAL,PRD,Partido Renovação Democrática,PRD / NOVO,2971,2971,NÃO ELEITO
1,BA,30830,CAPIM GROSSO,191,Prefeito,MIZAEL FERREIRA DOS SANTOS,MIZAEL,MDB,Movimento Democrático Brasileiro,MDB / PODE,227,227,NÃO ELEITO
1,RN,16411,CAMPO REDONDO,68,Prefeito,HAROLDO TAVEIRA EGIDIO,MAJOR HAROLDO,PSD,Partido Social Democrático,REPUBLICANOS / PL / PSD,1363,1363,NÃO ELEITO
1,AM,2631,NHAMUNDÁ,43,Prefeito,ANA CASSIA BRITO ANDRADE,ANA CASSIA,MDB,Movimento Democrático Brasileiro,MDB / PL / DC / PSD / AVANTE / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),5207,5207,NÃO ELEITO
1,RS,88811,SÃO LUIZ GONZAGA,52,Prefeito,ANA CLARA BRUM DE BARROS,ANA BARROS,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / PDT / PSD,8077,8077,NÃO ELEITO
1,RS,88811,SÃO LUIZ GONZAGA,52,Prefeito,MARCOS BATISTA DA ROSA,MARCOS DA ROSA,REPUBLICANOS,REPUBLICANOS,REPUBLICANOS / PODE / PRD,1599,1599,NÃO ELEITO
1,SP,69531,REGISTRO,172,Prefeito,RENATO ANTONIO BOLSONARO,RENATO BOLSONARO,PL,Partido Liberal,PL / NOVO,9708,9708,NÃO ELEITO
1,MG,50776,RAPOSOS,194,Prefeito,WBERTH CELSO DA SILVA,NATIN DA AUTO ESCOLA,PC do B,Partido Comunista do Brasil,REPUBLICANOS / DC / PRTB / Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1532,1532,NÃO ELEITO
1,CE,14796,MORRINHOS,44,Prefeito,MANOEL AIRTON BRUNO NETO,AIRTON NETO,PSDB,Partido da Social Democracia Brasileira,PODE / PSB / Federação PSDB CIDADANIA(PSDB/CIDADANIA),8344,8344,NÃO ELEITO
1,PB,20516,JOÃO PESSOA,1,Prefeito,RUY MANUEL CARNEIRO BARBOSA DE AÇA BELCHIOR,RUY CARNEIRO,PODE,Podemos,MDB / PODE / PRD / UNIÃO / Federação PSDB CIDADANIA(PSDB/CIDADANIA),14002,14002,NÃO ELEITO
1,PB,20516,JOÃO PESSOA,77,Prefeito,RUY MANUEL CARNEIRO BARBOSA DE AÇA BELCHIOR,RUY CARNEIRO,PODE,Podemos,MDB / PODE / PRD / UNIÃO / Federação PSDB CIDADANIA(PSDB/CIDADANIA),17620,17620,NÃO ELEITO
1,SP,67172,MOGI MIRIM,75,Prefeito,ALEXANDRE PASSOS BUENO,ALEXANDRE BUENO,REPUBLICANOS,REPUBLICANOS,REPUBLICANOS / PL / Federação PSDB CIDADANIA(PSDB/CIDADANIA) / PSD / AVANTE,8028,8028,NÃO ELEITO
1,GO,92770,BURITI ALEGRE,5,Prefeito,JOÃO ALFREDO DE MELLO NETO,JOÃO ALFREDO,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / PRD / PDT,856,856,NÃO ELEITO
1,SP,66958,MIGUELÓPOLIS,208,Prefeito,JUED MOYSES NETO,JUED DO DR MATA,PSD,Partido Social Democrático,PSD / Federação PSDB CIDADANIA(PSDB/CIDADANIA),4177,4177,NÃO ELEITO
1,PA,4278,BELÉM,29,Prefeito,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,PSOL,Partido Socialismo e Liberdade,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE),9164,9164,NÃO ELEITO
1,PA,4278,BELÉM,97,Prefeito,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,PSOL,Partido Socialismo e Liberdade,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE),5878,5878,NÃO ELEITO
1,PA,4278,BELÉM,76,Prefeito,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,PSOL,Partido Socialismo e Liberdade,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE),8044,8044,NÃO ELEITO
1,PA,4278,BELÉM,73,Prefeito,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,PSOL,Partido Socialismo e Liberdade,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE),6866,6866,NÃO ELEITO
1,PA,4278,BELÉM,98,Prefeito,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,PSOL,Partido Socialismo e Liberdade,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE),6757,6757,NÃO ELEITO
1,PA,4278,BELÉM,95,Prefeito,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,PSOL,Partido Socialismo e Liberdade,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE),8931,8931,NÃO ELEITO
1,PA,4278,BELÉM,28,Prefeito,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,PSOL,Partido Socialismo e Liberdade,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE),6936,6936,NÃO ELEITO
1,PA,4278,BELÉM,30,Prefeito,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,PSOL,Partido Socialismo e Liberdade,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV) / Federação PSOL REDE(PSOL/REDE),6440,6440,NÃO ELEITO
