NR_TURNO,SG_UF,SG_UE,NM_MUNICIPIO,NR_ZONA,DS_CARGO,NM_CANDIDATO,NM_URNA_CANDIDATO,SG_PARTIDO,NM_PARTIDO,DS_COMPOSICAO_COLIGACAO,QT_VOTOS_NOMINAIS,QT_VOTOS_NOMINAIS_VALIDOS,DS_SIT_TOT_TURNO
1,PI,12203,JÚLIO BORGES,88,Prefeito,MARCO LEANDRO CASTRO DE CARVALHO,LÉO CARVALHO,SOLIDARIEDADE,Solidariedade,SOLIDARIEDADE,1357,1357,NÃO ELEITO
1,SP,63614,COTIA,286,Prefeito,FERNANDO DA SILVA BREVIGLIERI,FERNANDO CONFIANCA,NOVO,Partido Novo,NOVO,370,370,NÃO ELEITO
1,SP,63614,COTIA,227,Prefeito,FERNANDO DA SILVA BREVIGLIERI,FERNANDO CONFIANCA,NOVO,Partido Novo,NOVO,2356,2356,NÃO ELEITO
1,MG,53759,TIRADENTES,328,Prefeito,LUIZ ANTÔNIO CHAVES DE RESENDE,LUIZ DA FARMÁCIA,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),363,363,NÃO ELEITO
1,RJ,58530,MARICÁ,55,Prefeito,MARCIA GONÇALVES SANTIAGO COELHO,MARCIA SANTIAGO,PMB,Partido da Mulher Brasileira,PMB,1984,1984,NÃO ELEITO
1,PR,79952,NOVA PRATA DO IGUAÇU,162,Prefeito,DEOCLECIO ACHRE,CHALÉ,MOBILIZA,Mobilização Nacional,MOBILIZA,38,38,NÃO ELEITO
1,SP,68870,PIRASSUNUNGA,96,Prefeito,JOSE CARLOS MANTOVANI,DR MANTOVANI,UNIÃO,União Brasil,UNIÃO,848,848,NÃO ELEITO
1,RS,87505,PRESIDENTE LUCENA,118,Prefeito,AIRTON MICHEL,AIRTON MICHEL,MDB,Movimento Democrático Brasileiro,MDB,1028,1028,NÃO ELEITO
1,SC,81051,FLORIANÓPOLIS,13,Prefeito,MATEUS SOUZA,MATEUS SOUZA,PMB,Partido da Mulher Brasileira,PMB,25,25,NÃO ELEITO
1,SC,81051,FLORIANÓPOLIS,100,Prefeito,MATEUS SOUZA,MATEUS SOUZA,PMB,Partido da Mulher Brasileira,PMB,30,30,NÃO ELEITO
1,SC,81051,FLORIANÓPOLIS,12,Prefeito,MATEUS SOUZA,MATEUS SOUZA,PMB,Partido da Mulher Brasileira,PMB,39,39,NÃO ELEITO
1,BA,34258,CANAVIEIRAS,116,Prefeito,CLERY DOS SANTOS COSTA,CLERY COSTA,PODE,Podemos,PODE,794,794,NÃO ELEITO
1,ES,56618,JERÔNIMO MONTEIRO,4,Prefeito,EDUARDO WANDERLEY DA SILVA SANTOS,WANDERLEY,AGIR,AGIR,AGIR,866,866,NÃO ELEITO
1,RJ,58475,MACAÉ,109,Prefeito,FABIO PEREIRA PASSOS,FABIO PEREIRA PASSOS,AVANTE,AVANTE,AVANTE,600,600,NÃO ELEITO
1,RJ,58475,MACAÉ,254,Prefeito,FABIO PEREIRA PASSOS,FABIO PEREIRA PASSOS,AVANTE,AVANTE,AVANTE,678,678,NÃO ELEITO
1,AM,98353,IRANDUBA,56,Prefeito,LUIS CARLOS RODRIGUES DE MOURA,LUIS CARLOS - VELHO,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1549,1549,NÃO ELEITO
1,RS,87912,PELOTAS,60,Prefeito,REGINALDO BACCI ACUNHA,REGINALDO BACCI,PDT,Partido Democrático Trabalhista,PDT,2600,2600,NÃO ELEITO
1,RS,87912,PELOTAS,34,Prefeito,REGINALDO BACCI ACUNHA,REGINALDO BACCI,PDT,Partido Democrático Trabalhista,PDT,2341,2341,NÃO ELEITO
1,RS,87912,PELOTAS,164,Prefeito,REGINALDO BACCI ACUNHA,REGINALDO BACCI,PDT,Partido Democrático Trabalhista,PDT,1573,1573,NÃO ELEITO
1,RN,16977,JAÇANÃ,68,Prefeito,MARIA DAS MERCÊS MARQUES COSTA,TATA COSTA,PSB,Partido Socialista Brasileiro,PSB,2176,2176,NÃO ELEITO
1,PE,26310,ABREU E LIMA,119,Prefeito,JAILTON LIMA DA ASSUNÇÃO,PROFESSOR JAILTON,MOBILIZA,Mobilização Nacional,MOBILIZA,594,594,NÃO ELEITO
1,PB,19224,SÃO DOMINGOS DO CARIRI,62,Prefeito,GILBERTO MACEDO COSTA,BETINHO DE ZÉ INÁCIO,MDB,Movimento Democrático Brasileiro,MDB,621,621,NÃO ELEITO
1,PR,77216,NOVA ESPERANÇA,71,Prefeito,ROBERTO HRIVNAK JUNQUEIRA,ROBERTO JUNQUEIRA,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),205,205,NÃO ELEITO
1,MG,40916,ASTOLFO DUTRA,79,Prefeito,FABIANO NEVES,FABIANO PAIACAM,PRTB,Partido Renovador Trabalhista Brasileiro,PRTB,124,124,NÃO ELEITO
1,RS,89311,TENENTE PORTELA,101,Prefeito,INDAIARA LARISSA  WISNIEWSKI RABER,ENFERMEIRA INDAIARA,PL,Partido Liberal,PL,1237,1237,NÃO ELEITO
1,SE,31097,AREIA BRANCA,13,Prefeito,RENATO SOUZA LIMA,RENATO DA ELETRÔNICA,DC,Democracia Cristã,DC,16,16,NÃO ELEITO
1,ES,56154,BAIXO GUANDU,7,Prefeito,SAULO BUSSOLAR MARIA,SAULO BUSSOLAR,PL,Partido Liberal,PL,1380,1380,NÃO ELEITO
1,PB,20478,JACARAÚ,60,Prefeito,DANNILO PINHEIRO DE ALMEIDA,DANNILO TROCÃO MIX,NOVO,Partido Novo,NOVO,92,92,NÃO ELEITO
1,PE,26190,VENTUROSA,120,Prefeito,ERNANDES ALBUQUERQUE BEZERRA,ERNANDES DA FARMACIA,PL,Partido Liberal,PL,304,304,NÃO ELEITO
1,MS,90212,AQUIDAUANA,10,Prefeito,GILVAN PEREIRA FERNANDES,GILVAN FERNANDES,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE),392,392,NÃO ELEITO
1,SC,81566,PALMEIRA,93,Prefeito,ANTONIO SORLY DE SOUZA,TONINHO,MDB,Movimento Democrático Brasileiro,MDB,1320,1320,NÃO ELEITO
1,PA,5290,SANTA IZABEL DO PARÁ,36,Prefeito,CIBELE DE NAZARE MONTEIRO SARMENTO,CIBELE,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),498,498,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,14,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,150,150,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,16,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,295,295,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,7,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,237,237,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,182,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,138,138,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,188,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,161,161,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,185,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,158,158,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,230,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,59,59,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,125,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,80,80,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,24,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,84,84,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,23,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,84,84,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,179,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,200,200,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,211,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,131,131,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,242,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,66,66,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,204,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,199,199,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,243,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,56,56,NÃO ELEITO
1,PI,10642,BREJO DO PIAUÍ,36,Prefeito,JOÃO JAIME DA COSTA FILHO,JOTINHA,PSD,Partido Social Democrático,PSD,58,58,NÃO ELEITO
1,ES,56790,PANCAS,36,Prefeito,CICERO QUEDEVEZ GROBÉRIO,CICERO GROBÉRIO,PL,Partido Liberal,PL,1117,1117,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,219,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,148,148,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,176,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,144,144,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,8,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,146,146,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,245,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,142,142,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,169,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,97,97,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,4,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,285,285,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,17,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,100,100,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,122,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,98,98,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,229,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,210,210,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,191,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,168,168,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,180,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,137,137,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,192,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,110,110,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,161,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,99,99,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,10,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,107,107,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,246,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,88,88,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,162,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,151,151,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,119,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,216,216,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,241,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,75,75,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,5,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,172,172,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,234,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,76,76,NÃO ELEITO
1,RO,728,PRIMAVERA DE RONDÔNIA,9,Prefeito,CRISTOVÃO LOURENÇO,CRISTOVÃO LOURENÇO,PODE,Podemos,PODE,167,167,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,216,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,142,142,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,22,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,179,179,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,123,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,85,85,NÃO ELEITO
1,SC,81493,IPIRA,37,Prefeito,LEANDRO FORSTER,LEANDRO FORSTER,PSDB,Partido da Social Democracia Brasileira,Federação PSDB CIDADANIA(PSDB/CIDADANIA),122,122,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,233,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,118,118,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,214,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,251,251,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,238,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,102,102,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,9,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,246,246,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,25,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,74,74,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,21,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,106,106,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,118,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,75,75,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,167,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,74,74,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,120,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,89,89,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,218,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,130,130,NÃO ELEITO
1,RJ,60011,RIO DE JANEIRO,170,Prefeito,JULIETE PANTOJA ALVES,JULIETE PANTOJA,UP,Unidade Popular,UP,290,290,NÃO ELEITO
1,SP,63215,CASTILHO,9,Prefeito,LOURIVAL PLÁCIDO DE PAULA,LOURIVAL DO MST,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),220,220,NÃO ELEITO
1,PI,12122,BETÂNIA DO PIAUÍ,38,Prefeito,LIDIA ANA COELHO CAVALCANTE,LIDIA DE ZÉ IDÍLIO,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),2028,2028,NÃO ELEITO
1,ES,56332,CONCEIÇÃO DO CASTELO,40,Prefeito,MARCEL DOS ANJOS OLIVEIRA,MARCEL BAIANO,PODE,Podemos,PODE,754,754,NÃO ELEITO
1,MG,48755,MUNHOZ,112,Prefeito,EVANICE VIEIRA SILVA,TOQUINHO,REPUBLICANOS,REPUBLICANOS,REPUBLICANOS,147,147,NÃO ELEITO
1,MG,48194,MATO VERDE,180,Prefeito,CARLYLE KENNEDE GOMES DE SÁ,CARLAI,PSDB,Partido da Social Democracia Brasileira,Federação PSDB CIDADANIA(PSDB/CIDADANIA),236,236,NÃO ELEITO
1,SP,62189,SANTA CRUZ DA ESPERANÇA,32,Prefeito,WANDERSON RIBEIRO DO NASCIMENTO,WANDERSON,PSB,Partido Socialista Brasileiro,PSB,86,86,NÃO ELEITO
1,PE,25313,RECIFE,9,Prefeito,EMANOEL TECIO TELES MORAES,TECIO TELES,NOVO,Partido Novo,NOVO,326,326,NÃO ELEITO
1,PE,25313,RECIFE,5,Prefeito,EMANOEL TECIO TELES MORAES,TECIO TELES,NOVO,Partido Novo,NOVO,639,639,NÃO ELEITO
1,PE,25313,RECIFE,7,Prefeito,EMANOEL TECIO TELES MORAES,TECIO TELES,NOVO,Partido Novo,NOVO,986,986,NÃO ELEITO
1,PE,25313,RECIFE,1,Prefeito,EMANOEL TECIO TELES MORAES,TECIO TELES,NOVO,Partido Novo,NOVO,1020,1020,NÃO ELEITO
1,PE,25313,RECIFE,3,Prefeito,EMANOEL TECIO TELES MORAES,TECIO TELES,NOVO,Partido Novo,NOVO,335,335,NÃO ELEITO
1,PE,25313,RECIFE,8,Prefeito,EMANOEL TECIO TELES MORAES,TECIO TELES,NOVO,Partido Novo,NOVO,1117,1117,NÃO ELEITO
1,PE,25313,RECIFE,149,Prefeito,EMANOEL TECIO TELES MORAES,TECIO TELES,NOVO,Partido Novo,NOVO,786,786,NÃO ELEITO
1,PE,25313,RECIFE,150,Prefeito,EMANOEL TECIO TELES MORAES,TECIO TELES,NOVO,Partido Novo,NOVO,641,641,NÃO ELEITO
1,PE,25313,RECIFE,2,Prefeito,EMANOEL TECIO TELES MORAES,TECIO TELES,NOVO,Partido Novo,NOVO,534,534,NÃO ELEITO
1,PE,25313,RECIFE,6,Prefeito,EMANOEL TECIO TELES MORAES,TECIO TELES,NOVO,Partido Novo,NOVO,478,478,NÃO ELEITO
1,PE,25313,RECIFE,4,Prefeito,EMANOEL TECIO TELES MORAES,TECIO TELES,NOVO,Partido Novo,NOVO,480,480,NÃO ELEITO
1,MG,49611,PATROCÍNIO,211,Prefeito,BIANCA SOARES DE OLIVEIRA GONÇALVES,PROFESSORA BIANCA,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1742,1742,NÃO ELEITO
1,RS,86673,FREDERICO WESTPHALEN,94,Prefeito,RICARDO HENRIQUE FAVIN,RICARDO FAVIN,PL,Partido Liberal,PL,1263,1263,NÃO ELEITO
1,PB,19348,ZABELÊ,29,Prefeito,MARIA DE LOURDES SATURNINO GOMES,LOURDES SATURNINO,PDT,Partido Democrático Trabalhista,PDT,402,402,NÃO ELEITO
1,SP,67059,MIRANTE DO PARANAPANEMA,165,Prefeito,MAURO FRANCISCO DE TOLEDO,MAURÃO DA BOM PASTOR,MOBILIZA,Mobilização Nacional,MOBILIZA,62,62,NÃO ELEITO
1,RS,85103,ENTRE-IJUÍS,45,Prefeito,SANDRA CLENIR FRÓES NICOLETTI,SANDRA FRÓES,PL,Partido Liberal,PL,445,445,NÃO ELEITO
1,AM,2410,ITACOATIARA,3,Prefeito,THIDY GOMES DE QUEIROZ,THIDY QUEIROZ,PRD,Partido Renovação Democrática,PRD,1500,1500,NÃO ELEITO
1,SP,61026,BOREBI,161,Prefeito,MARCOS ANTÔNIO PONTES DOS SANTOS,MARCÃO DO POVO,PODE,Podemos,PODE,217,217,NÃO ELEITO
1,SC,81809,LUZERNA,18,Prefeito,NORIVAL FIORIN,FIORIN,MDB,Movimento Democrático Brasileiro,MDB,1169,0,NÃO ELEITO
1,PB,20974,MULUNGU,75,Prefeito,POLLYAN PRYNCE REBOUÇAS SOARES,POLLYAN REBOUÇAS,MDB,Movimento Democrático Brasileiro,MDB,3006,0,NÃO ELEITO
1,PR,78450,SANTA FÉ,150,Prefeito,JADERSON DA SILVA,JACARÉ,PMB,Partido da Mulher Brasileira,PMB,31,31,NÃO ELEITO
1,AL,27316,CANAPI,27,Prefeito,JOSE PAULO ALVES RIBEIRO,PAULINHO RIBEIRO,PDT,Partido Democrático Trabalhista,PDT,238,238,NÃO ELEITO
1,SP,67512,NEVES PAULISTA,72,Prefeito,EVERSON MARTINS,EVERSON MARTINS,NOVO,Partido Novo,NOVO,650,650,NÃO ELEITO
1,SP,64750,GUARUJÁ,310,Prefeito,SIDNEI ARANHA,SIDNEI ARANHA,PC do B,Partido Comunista do Brasil,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1094,1094,NÃO ELEITO
1,SP,64750,GUARUJÁ,212,Prefeito,SIDNEI ARANHA,SIDNEI ARANHA,PC do B,Partido Comunista do Brasil,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1342,1342,NÃO ELEITO
1,RN,18317,SÃO BENTO DO NORTE,52,Prefeito,CLAUDIO HENRIQUE GOMES PEREIRA,CLAUDIO HENRIQUE,PSDB,Partido da Social Democracia Brasileira,Federação PSDB CIDADANIA(PSDB/CIDADANIA),1374,1374,NÃO ELEITO
1,MA,9636,ESTREITO,82,Prefeito,JOENILTON RIBEIRO LIMA,BOLA,UNIÃO,União Brasil,UNIÃO,313,313,NÃO ELEITO
1,PR,74217,ANTONINA,6,Prefeito,JEFFERSON OLIVEIRA FONSECA,JEFFERSON FONSECA,PODE,Podemos,PODE,694,694,NÃO ELEITO
1,RS,85855,CANELA,65,Prefeito,CRISTINA DE CASSIA FARIA MOURA,ENFERMEIRA CRISTINA,PP,PROGRESSISTAS,PP,1427,1427,NÃO ELEITO
1,BA,36412,ITIÚBA,149,Prefeito,MARIA DE FATIMA DAMASCENO MOREIRA RODRIGUES,FATINHA DA RECEITA,REPUBLICANOS,REPUBLICANOS,REPUBLICANOS,474,474,NÃO ELEITO
1,MG,41424,REDUTO,167,Prefeito,ROGÉRIO GONCALVES MARTINS,ROGÉRIO MARTINS,UNIÃO,União Brasil,UNIÃO,692,692,NÃO ELEITO
1,SC,80772,CATANDUVAS,18,Prefeito,VALMIR JOAO ZANIN,TITO ZANIN,PODE,Podemos,PODE,1405,1405,NÃO ELEITO
1,PR,76953,MARMELEIRO,140,Prefeito,PAULO JAIR PILATI,PAULO JAIR PILATI,MDB,Movimento Democrático Brasileiro,MDB,1941,1941,NÃO ELEITO
1,PR,75019,CERRO AZUL,7,Prefeito,ADAIR ANDRIGHETTI,CATARINA,PL,Partido Liberal,PL,990,990,NÃO ELEITO
1,SP,68977,POÁ,219,Prefeito,GERALDO GONÇALVES PIRES,GERALDINHO DO SINDICATO,PSB,Partido Socialista Brasileiro,PSB,4153,4153,NÃO ELEITO
1,ES,56855,PRESIDENTE KENNEDY,43,Prefeito,BRUNO DAS NEVES SILVA,BRUNÃO DO POVO,AVANTE,AVANTE,AVANTE,129,129,NÃO ELEITO
1,RS,86754,SÃO VICENTE DO SUL,69,Prefeito,ALEX RAMOS CAMARGO,ALEX POZO,PL,Partido Liberal,PL,2113,2113,NÃO ELEITO
1,SP,72354,VERA CRUZ,180,Prefeito,MATHEUS GUERREIRO CATASSE,MATHEUS GUERREIRO CATASSE,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),166,166,NÃO ELEITO
1,PR,76198,ITAÚNA DO SUL,96,Prefeito,LEANDRO CAVALCANTE DA SILVA,PROFESSOR LEANDRO,PSB,Partido Socialista Brasileiro,PSB,530,530,NÃO ELEITO
1,MG,53473,SILVIANÓPOLIS,248,Prefeito,ANTONIO DONIZETE DE SOUZA,TONINHO DA PRETA,PT,Partido dos Trabalhadores,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),69,69,NÃO ELEITO
1,MT,99074,INDIAVAÍ,41,Prefeito,RHILLARY MILLEID TOSTA,MILLEID TOSTA,PSDB,Partido da Social Democracia Brasileira,Federação PSDB CIDADANIA(PSDB/CIDADANIA),232,232,NÃO ELEITO
1,ES,56103,MARECHAL FLORIANO,12,Prefeito,MAYLSON LITTIG,MAYLSON LITTIG,PDT,Partido Democrático Trabalhista,PDT,1568,1568,NÃO ELEITO
1,CE,13951,GRANJA,25,Prefeito,JOÃO PAULO AGUIAR DA SILVA,DR JOÃO PAULO,PSD,Partido Social Democrático,PSD,3205,3205,NÃO ELEITO
1,RN,18058,SERRA CAIADA,53,Prefeito,MARCONI JOSÉ DA NOBREGA FREIRE,MARCONI FALCÃO,SOLIDARIEDADE,Solidariedade,SOLIDARIEDADE,47,47,NÃO ELEITO
1,PE,23213,ARARIPINA,84,Prefeito,AIRTON RODRIGUES DE ALENCAR,AIRTON RODRIGUES,PSOL,Partido Socialismo e Liberdade,Federação PSOL REDE(PSOL/REDE),431,431,NÃO ELEITO
1,BA,38873,SÃO MIGUEL DAS MATAS,36,Prefeito,ROQUE JOSÉ DE SOUZA,ROQUE SOUZA,PSB,Partido Socialista Brasileiro,PSB,287,287,NÃO ELEITO
1,RS,85596,CACHOEIRA DO SUL,10,Prefeito,RONALDO RUDOLFO MILBRADT TROJAHN,RONALDO TROJAHN,PL,Partido Liberal,PL,5100,5100,NÃO ELEITO
1,SC,80640,SÃO JOÃO DO OESTE,65,Prefeito,RUDI ALOÍSIO RASCH,RUDI RASCH,REPUBLICANOS,REPUBLICANOS,REPUBLICANOS,1031,1031,NÃO ELEITO
1,PB,20893,MOGEIRO,6,Prefeito,JOSÉ SILVEIRA CAPELLA,ZÉ CAPELLA,PSB,Partido Socialista Brasileiro,PSB,638,638,NÃO ELEITO
1,MA,7633,CODÓ,7,Prefeito,MÁRIO NOGUEIRA BRAGA NETO,MÁRIO BRAGA,PRTB,Partido Renovador Trabalhista Brasileiro,PRTB,753,753,NÃO ELEITO
1,SC,83151,SÃO CARLOS,70,Prefeito,RODRIGO KONRATH,RODRIGO,PL,Partido Liberal,PL,806,806,NÃO ELEITO
1,MT,90239,ARAGUAINHA,8,Prefeito,ADIEL ALVES FILHO,ADIEL,PL,Partido Liberal,PL,249,249,NÃO ELEITO
1,PR,79758,MARILENA,96,Prefeito,ELIALDO QUERINO DOS SANTOS,ELI DOS QUATRO MARCOS,DC,Democracia Cristã,DC,39,39,NÃO ELEITO
1,RS,88722,TABAÍ,56,Prefeito,CASILDO PEREIRA SARMENTO,CASILDO SARMENTO,PL,Partido Liberal,PL,666,666,NÃO ELEITO
1,CE,14494,JUCÁS,43,Prefeito,JOSE LUNA,JOSÉ LUNA,UNIÃO,União Brasil,UNIÃO,6210,6210,NÃO ELEITO
1,PR,76953,MARMELEIRO,140,Prefeito,ALCINDO NERIQUES DIAS,CINDO,UNIÃO,União Brasil,UNIÃO,1911,1911,NÃO ELEITO
1,MG,46752,ITAÚNA,140,Prefeito,WANDICK ROBSON PINCER,WANDICK PINCER,PV,Partido Verde,Federação BRASIL DA ESPERANÇA - FE BRASIL(PT/PC do B/PV),1603,1603,NÃO ELEITO
1,RS,88447,MAÇAMBARÁ,24,Prefeito,MARIA RUDIANA DILKIN,RUDIANA DILKIN,PL,Partido Liberal,PL,825,825,NÃO ELEITO
