"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2021";"Emenda Individual - Transferências Especiais";"JULIO CESAR";"0003";"SÃO MIGUEL DO TAPUIO - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202112460003";"75.000,00";"75.000,00";"75.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"VINICIUS FARAH";"0003";"PINHEIRAL - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240750003";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2022";"Emenda Individual - Transferências Especiais";"JEFFERSON CAMPOS";"0020";"ÁGUAS DE SÃO PEDRO - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202215810020";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2021";"Emenda Individual - Transferências Especiais";"LUIZ CARLOS";"0011";"ITAUBAL - AP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202126740011";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"RUI FALCAO";"0016";"ELISEU MARTINS - PI";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202190320016";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"MARCIO ALVINO";"0006";"ITAÓCA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237170006";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2023";"Emenda Individual - Transferências Especiais";"FABIO RAMALHO";"0014";"ARAÇUAÍ - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202323680014";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"EDILAZIO JUNIOR";"0008";"CODÓ - MA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239680008";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBERTA ROMA";"0001";"DIAS D'ÁVILA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444620001";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"VINICIUS FARAH";"0005";"PATY DO ALFERES - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140750005";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"ZENAIDE MAIA";"0018";"SÃO GONÇALO DO AMARANTE - RN";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140910018";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"VINICIUS FARAH";"0024";"TRÊS RIOS - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140750024";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"VINICIUS FARAH";"0010";"SAPUCAIA - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140750010";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"GENERAL PETERNELLI";"0016";"ITAPIRA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202339950016";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JOAQUIM PASSARINHO";"0007";"SÃO CAETANO DE ODIVELAS - PA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202236920007";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2024";"Emenda Individual - Transferências Especiais";"PASTOR DINIZ";"0012";"RORAIMA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444410012";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"AGUINALDO RIBEIRO";"0004";"PARAÍBA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202127110004";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"SUBTENENTE GONZAGA";"0004";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202229940004";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2021";"Emenda Individual - Transferências Especiais";"TADEU ALENCAR";"0015";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202137670015";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBERIO MONTEIRO";"0017";"MORADA NOVA - CE";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202491620017";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"SERGIO PETECAO";"0008";"CRUZEIRO DO SUL - AC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202329140008";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"GENERAL PETERNELLI";"0011";"SÃO PAULO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139950011";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"VINICIUS FARAH";"0023";"PATY DO ALFERES - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240750023";"100.000,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";
"2021";"Emenda Individual - Transferências Especiais";"CEZINHA DE MADUREIRA";"0001";"BROTAS - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139380001";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"ROBINSON FARIA";"0011";"NATAL - RN";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444650011";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"JUNIO AMARAL";"0016";"VIEIRAS - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202439240016";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"JOAQUIM PASSARINHO";"0014";"PARÁ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202436920014";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ALAN RICK";"0021";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330360021";"100.000,00";"100.000,00";"100.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"VINICIUS FARAH";"0020";"AREAL - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140750020";"100.000,00";"55.000,00";"55.000,00";"90.000,00";"0,00";"45.000,00";
"2021";"Emenda Individual - Transferências Especiais";"LUIZ CARLOS";"0017";"PORTO GRANDE - AP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202126740017";"100.001,00";"100.001,00";"100.001,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"NICOLETTI";"0013";"BONFIM - RR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202141640013";"103.093,00";"103.093,00";"103.093,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"SIDNEY LEITE";"0009";"AUTAZES - AM";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202040680009";"130.000,00";"130.000,00";"130.000,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"SIDNEY LEITE";"0008";"MANACAPURU - AM";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202040680008";"130.000,00";"130.000,00";"130.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"PR. MARCO FELICIANO";"0011";"SERRANA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202228120011";"139.365,00";"0,00";"0,00";"139.365,00";"0,00";"139.365,00";
"2022";"Emenda Individual - Transferências Especiais";"VINICIUS FARAH";"0005";"SÃO JOSÉ DO VALE DO RIO PRETO - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240750005";"150.000,00";"0,00";"0,00";"150.000,00";"0,00";"150.000,00";
"2022";"Emenda Individual - Transferências Especiais";"PEDRO WESTPHALEN";"0001";"GUARANI DAS MISSÕES - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241680001";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"VINICIUS CARVALHO";"0005";"RIBEIRÃO BRANCO - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202425170005";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"CEZINHA DE MADUREIRA";"0007";"CARAPICUÍBA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139380007";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"ADOLFO VIANA";"0007";"CÂNDIDO SALES - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202138980007";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"JOSE RICARDO";"0008";"MANAUS - AM";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241090008";"150.000,00";"0,00";"0,00";"150.000,00";"0,00";"150.000,00";
"2021";"Emenda Individual - Transferências Especiais";"ALAN RICK";"0012";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202130360012";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"LUIZ CARLOS";"0020";"CALÇOENE - AP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202126740020";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"AIRTON FALEIRO";"0009";"MATO GROSSO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139010009";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"STEFANO AGUIAR";"0019";"SANTA VITÓRIA - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202129240019";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"EVANDRO ROMAN";"0018";"PIRAQUARA - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202130950018";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"NELSON BARBUDO";"0007";"GUARANTÃ DO NORTE - MT";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140470007";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"PEDRO WESTPHALEN";"0020";"MATO QUEIMADO - RS";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241680020";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"CORONEL ARMANDO";"0012";"LAGUNA - SC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139440012";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"LEO MOTTA";"0010";"IGARATINGA - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202041560010";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências Especiais";"FRED COSTA";"0009";"MINAS GERAIS (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202439910009";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"MAILZA GOMES";"0005";"RIO BRANCO - AC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202338920005";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"MISAEL VARELLA";"0020";"SÃO SEBASTIÃO DA VARGEM ALEGRE - MG";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237310020";"150.000,00";"0,00";"0,00";"150.000,00";"0,00";"150.000,00";
"2022";"Emenda Individual - Transferências Especiais";"ALAN RICK";"0011";"ACRE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230360011";"150.000,00";"0,00";"0,00";"150.000,00";"0,00";"150.000,00";
"2021";"Emenda Individual - Transferências Especiais";"CLARISSA GAROTINHO";"0011";"VOLTA REDONDA - RJ";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202130750011";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2020";"Emenda Individual - Transferências Especiais";"SCHIAVINATO";"0018";"CAPANEMA - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202041720018";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"HUMBERTO COSTA";"0009";"PERNAMBUCO (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202128850009";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"DAVID SOARES";"0014";"ELIAS FAUSTO - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139550014";"150.000,00";"150.000,00";"150.000,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"CAPITAO ALBERTO NETO";"0002";"HUMAITÁ - AM";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202239260002";"150.000,00";"0,00";"0,00";"150.000,00";"0,00";"150.000,00";
"2022";"Emenda Individual - Transferências Especiais";"NICOLETTI";"0007";"CARACARAÍ - RR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202241640007";"150.000,00";"0,00";"0,00";"150.000,00";"0,00";"150.000,00";
