"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2022";"Emenda Individual - Transferências Especiais";"ULDURICO JUNIOR";"0005";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202237720005";"8.119.682,00";"4.059.841,00";"4.059.841,00";"4.059.841,00";"0,00";"4.059.841,00";
"2022";"Emenda Individual - Transferências Especiais";"JOSE NELTO";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240230003";"8.119.682,00";"3.959.841,00";"3.959.841,00";"4.159.841,00";"0,00";"4.159.841,00";
"2022";"Emenda Individual - Transferências Especiais";"PAULO ABI-ACKEL";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202224870003";"8.119.682,00";"3.859.841,00";"3.859.841,00";"4.259.841,00";"0,00";"4.259.841,00";
"2021";"Emenda Individual - Transferências Especiais";"IRAJA";"0005";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140960005";"8.139.000,00";"8.139.000,00";"8.139.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"CELIO SILVEIRA";"0007";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202130700007";"8.139.000,00";"8.139.000,00";"8.139.000,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"FELIPE FRANCISCHINI";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139820001";"8.139.893,00";"8.139.893,00";"8.139.893,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"HERCILIO COELHO DINIZ";"0004";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140160004";"8.139.986,00";"8.139.986,00";"8.139.986,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"ANDRE FUFUCA";"0002";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202130460002";"8.139.986,00";"8.139.986,00";"8.139.986,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"CARLOS FAVARO";"0005";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202142010005";"8.139.986,00";"8.139.986,00";"8.139.986,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"RICARDO BARROS";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202133320001";"8.139.990,00";"8.139.990,00";"8.139.990,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"OTACI NASCIMENTO";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202141650001";"8.139.992,00";"8.139.992,00";"8.139.992,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"BOSCO SARAIVA";"0002";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139230002";"8.139.992,00";"8.139.992,00";"8.139.992,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"ACACIO FAVACHO";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202138970001";"8.139.992,00";"8.139.992,00";"8.139.992,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"WELITON PRADO";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202127680001";"8.139.992,00";"8.139.992,00";"8.139.992,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"EDIO LOPES";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202123700001";"8.139.992,00";"8.139.992,00";"8.139.992,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"MECIAS DE JESUS";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140930003";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"JAYME CAMPOS";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202123760003";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"DULCE MIRANDA";"0005";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202130860005";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"JORGE SOLLA";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202136940001";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"SHERIDAN";"0004";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202137630004";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"MERLONG SOLANO";"0001";"PIAUÍ (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202138220001";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"MARCOS ROGERIO";"0006";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202192240006";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"FLAVIO NOGUEIRA";"0002";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202138270002";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"JHONATAN DE JESUS";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202126700003";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"VALMIR ASSUNCAO";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202127500003";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"JOSE NELTO";"0005";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140230005";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"ROGERIO PENINHA MENDONCA";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202128560001";"8.139.993,00";"7.217.493,00";"7.217.493,00";"1.845.000,00";"0,00";"922.500,00";
"2021";"Emenda Individual - Transferências Especiais";"JOAO CARLOS BACELAR";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202112700003";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"CHICO RODRIGUES";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202141430001";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"JUNIOR FERRARI";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140270001";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"SCHIAVINATO";"0001";"BITURUNA - PR";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202141720001";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"FELIPE CARRERAS";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202131870003";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"MARCOS AURELIO SAMPAIO";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140420001";"8.139.993,00";"8.072.493,00";"8.072.493,00";"135.000,00";"0,00";"67.500,00";
"2021";"Emenda Individual - Transferências Especiais";"FELIX MENDONCA JUNIOR";"0004";"EUCLIDES DA CUNHA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202127420004";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"JERONIMO GOERGEN";"0002";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202128640002";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"FABIO SCHIOCHET";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202139800001";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"OSIRES DAMASO";"0005";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202141220005";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"JOICE HASSELMANN";"0004";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202140210004";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"TONINHO WANDSCHEER";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202137710001";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"DIEGO ANDRADE";"0005";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202127540005";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2021";"Emenda Individual - Transferências Especiais";"POLICIAL KATIA SASTRE";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202141260003";"8.139.993,00";"8.139.993,00";"8.139.993,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ZE CARLOS";"0001";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337810001";"8.146.045,00";"8.146.045,00";"8.146.045,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"DOMINGOS SAVIO";"0002";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202327560002";"8.146.046,00";"8.146.046,00";"8.146.046,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"AFONSO MOTTA";"0010";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202330200010";"8.146.046,00";"8.146.046,00";"8.146.046,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"RICARDO TEOBALDO";"0005";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202337470005";"8.146.046,00";"8.146.046,00";"8.146.046,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ABOU ANNI";"0004";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202338960004";"8.146.046,00";"8.146.046,00";"8.146.046,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"FLAVIANO MELO";"0003";"SENA MADUREIRA - AC";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202324240003";"8.146.046,00";"8.146.046,00";"8.146.046,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"PAULINHO DA FORCA";"0008";"COTIA - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202325320008";"8.146.046,00";"8.146.046,00";"8.146.046,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"ROBERTO DE LUCENA";"0005";"MAUÁ - SP";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202328160005";"8.146.046,00";"8.146.046,00";"8.146.046,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"VALMIR ASSUNCAO";"0006";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202227500006";"8.169.682,00";"4.159.841,00";"4.159.841,00";"4.009.841,00";"0,00";"4.009.841,00";
"2024";"Emenda Individual - Transferências Especiais";"NIKOLAS FERREIRA";"0017";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202444390017";"8.186.178,00";"8.186.178,00";"8.186.178,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"DANIEL COELHO";"0002";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202230800002";"8.200.000,00";"4.100.000,00";"4.100.000,00";"4.100.000,00";"0,00";"4.100.000,00";
"2022";"Emenda Individual - Transferências Especiais";"DANIEL ALMEIDA";"0010";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202213390010";"8.219.680,00";"4.109.840,00";"4.109.840,00";"4.109.840,00";"0,00";"4.109.840,00";
"2023";"Emenda Individual - Transferências Especiais";"FABIO MITIDIERI";"0011";"SERGIPE (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202331000011";"8.230.597,00";"8.230.597,00";"8.230.597,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"KIM KATAGUIRI";"0003";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202341550003";"8.256.218,00";"8.256.218,00";"8.256.218,00";"0,00";"0,00";"0,00";
"2022";"Emenda Individual - Transferências Especiais";"GLAUSTIN DA FOKUS";"0006";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202240100006";"8.269.682,00";"4.134.841,00";"4.134.841,00";"4.134.841,00";"0,00";"4.134.841,00";
"2024";"Emenda Individual - Transferências Especiais";"AFONSO FLORENCE";"0017";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202428710017";"8.271.585,00";"8.271.585,00";"8.271.585,00";"0,00";"0,00";"0,00";
"2023";"Emenda Individual - Transferências Especiais";"BOHN GASS";"0015";"MÚLTIPLO";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";"202328620015";"8.280.371,00";"8.280.371,00";"8.280.371,00";"0,00";"0,00";"0,00";
