municipio,sigla_municipio,prefeito_eleito_2024,sigla_partido_prefeito_eleito,porcentagem_votos_validos_2024,emendas_pix_per_capita_partido_prefeito_eleito,idhm_2010,alfabetizacao_2010,pib_per_capita_2021,densidade_demografica_2010
MOGEIRO - PB,PB,ANTONIO FERREIRA,PL,0.5788679245283019,6475.285991797971,0.574,67.72,11826.17454493129,64.94497720543613
MOGI GUACU - SP,SP,RODRIGO FALSETTI,PSD,0.6541559401524227,260.31836936573427,0.774,95.69,44679.65221465853,189.12384184587867
MOGI MIRIM - SP,SP,DR PAULO SILVA,PDT,0.3376511811913643,0.0,0.784,95.59,68211.97519393245,185.89479546061963
MOITA BONITA - SE,SE,DR VAGNER,PP,0.7164103215965425,22624.43438914027,0.587,73.48,18684.886877828056,103.27125746967036
MOJU - PA,PA,RUBENS TEIXEIRA,MDB,0.4495457019637399,7015.9583323423785,0.547,81.25,16035.400860941329,9.24676877867792
MOJUI DOS CAMPOS - PA,PA,JAILSON DO MOJUÍ,PSD,0.5090730496820556,0.0,,,12282.200757414575,4.709385388013088
MOMBACA - CE,CE,ORLANDO FILHO,REPUBLICANOS,0.5322537112010797,0.0,0.582,65.97999999999999,11841.711938518616,17.835854107687222
MOMBUCA - SP,SP,PALITINHO,PL,0.43468118195956457,0.0,0.719,90.73,33454.325631380976,27.79919170324613
MONCAO - MA,MA,DRA BARBARA,PL,0.487167522165189,0.0,0.546,72.44,9285.89960722136,22.281446048545934
MONDAI - SC,SC,MAINARDI,PL,0.5678238508518161,11424.597655473872,0.748,95.45,108197.59586727596,50.18069816565915
MONJOLOS - MG,MG,PAULO ZILLE,MDB,0.2551993067590988,0.0,0.65,84.02,21581.834946980176,3.332803398145711
MONSENHOR GIL - PI,PI,DR EVANDRO,PSD,0.43828285128672284,4875.6704046806435,0.615,75.26,12429.93661628474,18.039265087878643
MONSENHOR HIPOLITO - PI,PI,DJALMA POLICARPO,PP,0.5073356807511737,28663.059258281643,0.561,65.17,9618.846509172496,18.84364496828865
MONSENHOR PAULO - MG,MG,DR. FLAVIANO,MDB,0.6917117117117118,2997.6019184652278,0.721,88.85,27357.07434052758,38.54448236208184
MONSENHOR TABOSA - CE,CE,SALOMÃO,PT,0.5915389030089366,0.0,0.61,70.16,9370.750481077614,19.22540671618848
MONTADAS - PB,PB,ROMERO MARTINS,PSD,0.5313439244310864,0.0,0.59,74.72,9505.333792154164,183.470120667458
MONTALVANIA - MG,MG,FRED DO RALLY,PODE,0.5815624679191048,3911.806543385491,0.613,78.22,11765.007112375532,9.355710026846548
MONTANHA - ES,ES,IRACY BALTAR,PODE,0.48562384595093644,0.0,0.667,82.61,21719.89417989418,17.20222323832168
MONTANHAS - RN,RN,ANTONIO NETO,PP,0.5263157894736842,0.0,0.557,69.77,11384.480950716532,139.62918545284077
MONTE ALEGRE - PA,PA,JUNIOR HAGE,PP,0.6952297251110786,0.0,0.589,85.73,13452.976071452376,3.306057425197621
MONTE ALEGRE - RN,RN,ANDRÉ RODRIGUES,MDB,0.5752813760883415,0.0,0.609,71.08,11786.548564977638,109.06358860810973
MONTE ALEGRE DE GOIAS - GO,GO,FELIPI CAMPOS,UNIÃO,0.6823280423280423,13448.894202032277,0.615,75.0,17971.309025702332,2.1446877522370027
MONTE ALEGRE DE MINAS - MG,MG,RODRIGO ALVIM,PSD,0.8605131229725744,0.0,0.674,88.69,37575.210708973726,7.767026078795548
MONTE ALEGRE DE SERGIPE - SE,SE,EVANDRO SILVA,PSD,0.5319818568916042,9765.625,0.553,66.17,15272.94921875,32.14004008471765
MONTE ALEGRE DO PIAUI - PI,PI,DIJALMA MASCARENHAS,PSD,0.5024050024050024,2827.6923076923076,0.578,76.3,27963.320825515948,4.409754579431168
MONTE ALEGRE DO SUL - SP,SP,RAFA VEZZAN,REPUBLICANOS,0.5336079791847355,0.0,0.759,94.16,29235.88733047409,78.08562471780881
MONTE ALEGRE DOS CAMPOS - RS,RS,CAPELINI,PP,0.5059422750424448,17295.59748427673,0.65,89.07,34505.9748427673,5.78527882277144
MONTE ALTO - SP,SP,MARIA HELENA,PSD,0.5110590363427068,840.7953924412494,0.768,94.81,51188.464287215706,137.15903751980548
MONTE APRAZIVEL - SP,SP,CAMARGO,PP,0.42271805273833674,1528.649012567325,0.785,94.26,34407.54039497307,44.92774952434355
MONTE AZUL - MG,MG,SAULO FELICIANO,PODE,0.5472127417519909,0.0,0.659,77.41,12599.96064541519,20.307097512294614
MONTE AZUL PAULISTA - SP,SP,DR. MARDQUEU,PL,0.5841610980675456,2754.669164233376,0.753,91.94,35213.597046994655,68.85206510202221
MONTE BELO - MG,MG,KLEBINHO,AVANTE,1.0,0.0,0.688,89.28999999999999,28046.14441208033,30.975607603037307
MONTE BELO DO SUL - RS,RS,BENVENUTTI,MDB,0.5517367458866544,29331.24755572937,0.752,97.6,36931.56042236996,36.72501045472831
MONTE CARLO - SC,SC,ALCIONE BUYNO,PSD,0.7013422818791947,0.0,0.643,87.5,25599.86837775584,47.6173312060489
MONTE CARMELO - MG,MG,RICARDO ENGENHEIRO,PSD,0.495024782916558,0.0,0.728,92.39,32682.96569655288,35.50982513172948
MONTE CASTELO - SC,SC,SIRINEU,PODE,0.4486430779800756,0.0,0.675,92.62,30688.98655635988,13.79244492312899
MONTE CASTELO - SP,SP,PILOTO,PSD,0.7199585635359116,0.0,0.741,88.08,30338.22832780673,18.05263629343839
MONTE DAS GAMELEIRAS - RN,RN,JEFERSON,PP,0.642910447761194,43936.731107205625,0.598,69.5,14221.001757469245,31.64208193835535
MONTE DO CARMO - TO,TO,RUBÃO,PDT,0.498787210584344,0.0,0.622,80.56,52035.12469265894,1.581136462658141
MONTE FORMOSO - MG,MG,JANIO,SOLIDARIEDADE,0.6027434104357181,6847.7516548733165,0.541,70.99,10055.923305181466,11.381284749930405
MONTE HOREBE - PB,PB,MILENA,MDB,0.6866796984082658,25357.307514983862,0.587,70.53999999999999,11082.065467957584,37.22268137106845
MONTE MOR - SP,SP,MURILO RINALDO,PP,0.4638839825230083,0.0,0.733,92.94,66774.3651603724,268.79458477626986
MONTE NEGRO - RO,RO,IVAIR FERNANDES,PSD,0.8119496003251592,0.0,0.607,85.46000000000001,33762.64288188431,5.972566803928764
MONTE SANTO - BA,BA,SILVANIA MATOS,PSB,0.6408507104084478,0.0,0.506,64.43,9628.128924236082,15.748030578130034
MONTE SANTO DE MINAS - MG,MG,CABURÉ,PSDB,0.8122820447393042,0.0,0.71,87.33,23137.96074676879,35.13633414217661
MONTE SANTO DO TOCANTINS - TO,TO,ENFERMEIRA NEZITA,UNIÃO,0.5282347710093375,54257.095158597665,0.62,83.69,31303.839732888147,2.2335555713587585
MONTE SIAO - MG,MG,JUNINHO ZUCATO,UNIÃO,0.6776217508216313,1245.38170949396,0.724,92.78,25175.3082319731,82.73630980655477
MONTEIRO - PB,PB,ANA PAULA,PSB,0.5911477869467366,0.0,0.628,72.62,19685.224773058213,32.51575535088899
MONTEIRO LOBATO - SP,SP,EDMAR,PSD,0.5654036243822076,122080.7153214113,0.71,89.51,20065.248912518124,12.437589952517072
MONTEIROPOLIS - AL,AL,LEONOR MONTEIRO,MDB,0.5792029132106008,36609.13140311804,0.539,62.51,11272.410913140311,82.96346861409043
MONTENEGRO - RS,RS,GUSTAVO ZANATTA,REPUBLICANOS,1.0,2332.017039271167,0.755,96.25,89430.21050340474,151.46063000488914
MONTES ALTOS - MA,MA,DOMINGOS FRANÇA,UNIÃO,0.7385335917312662,4392.708104546453,0.575,80.23,9499.341093784318,6.117133984848532
MONTES CLAROS DE GOIAS - GO,GO,VILMAR MACIEL,PP,0.5754748982360922,18273.18410232983,0.707,88.26,56965.280950205575,3.018762649724286
MONTEZUMA - MG,MG,IVAN VIEIRA,UNIÃO,0.6457281357301555,4355.4006968641115,0.587,77.43,13221.689895470385,6.090587709313305
MONTIVIDIU - GO,GO,EDSON BUENO,PSB,0.5168087697929354,2795.3038894656975,0.733,90.55,128136.41082980591,6.697894028766955
MONTIVIDIU DO NORTE - GO,GO,CLEMERSON LOPES,PRD,0.5154198473282443,0.0,0.613,82.89,28797.5654935168,2.8261273800439417
MORADA NOVA - CE,CE,NAIARA CASTRO,PSB,0.5087679106964346,0.0,0.61,71.78,20781.276955877805,22.225713504817744
MORADA NOVA DE MINAS - MG,MG,DR. HERMANO,PSDB,0.5955710955710956,0.0,0.696,90.71000000000001,59685.78361089666,4.348733750366583
MORAUJO - CE,CE,RUAN LIMA,PSD,0.5441772493920563,0.0,0.581,68.02,9156.166707051128,19.90077275572905
MOREILANDIA - PE,PE,TETO TEIXEIRA,PSDB,0.6658307210031348,0.0,0.6,74.87,8632.542694497153,26.05299618719517
MOREIRA SALES - PR,PR,LUIZ VOLPATO,PSD,0.5619034633215162,0.0,0.675,84.21000000000001,27398.031319910515,28.17241596081831
MORENO - PE,PE,EDMILSON CUPERTINO,PP,0.7174941846474693,0.0,0.652,83.17,16141.68414960573,284.248313177575
MORMACO - RS,RS,ALEXANDRE VIEIRA,PP,0.6246453182002432,23584.905660377357,0.714,89.78,55636.06676342525,18.832431343622524
MORPARA - BA,BA,NATALITO RIBEIRO,PT,0.5656676604424917,23136.56828414207,0.558,72.36,9838.294147073537,3.818300161731103
MORRETES - PR,PR,JUNIOR BRINDAROLLI,PSD,0.9332393644284982,5461.794745753455,0.686,93.23,21260.03604784532,24.26675087472916
MORRINHOS - CE,CE,JERÔNIMO BRANDÃO,PT,0.518939175554915,659.2537247835451,0.588,71.56,8491.363776205335,55.38159190607079
MORRINHOS - GO,GO,MAYCLLYN CARREIRO,PL,0.33904305535688745,1168.429047146112,0.734,91.95,36171.38906739888,18.039906957225188
MORRINHOS DO SUL - RS,RS,MARCOS VENICIOS,PP,0.717654986522911,61869.098013676325,0.711,91.27,26527.18984044285,18.49078621612643
MORRO AGUDO - SP,SP,CHICÃO VALADARES,CIDADANIA,0.46669962567977963,894.9987470017542,0.712,91.57,43887.80295707586,20.13277519643204
MORRO AGUDO DE GOIAS - GO,GO,DENY LELES,MDB,0.6707227138643068,0.0,0.695,86.53999999999999,22321.661237785014,8.699392077769122
MORRO CABECA NO TEMPO - PI,PI,JOSUÉ,PP,0.7269220170845964,98094.58533241946,0.542,74.9,8944.939456248572,1.9842631845428484
MORRO DA FUMACA - SC,SC,EDUARDO GUOLLO,PP,0.6975108225108225,12137.886389383395,0.738,94.63,49739.49398500297,224.19414579975123
MORRO DA GARCA - MG,MG,MÁRCIO ROCHA,PSD,0.6816326530612244,17420.157610949813,0.648,89.38,21174.2015761095,5.819199039387004
MORRO DO CHAPEU - BA,BA,JULIANA ARAUJO,PDT,0.7028404952658412,2976.7220336964933,0.588,78.0,18632.31529439781,5.846987711978117
MORRO DO CHAPEU DO PIAUI - PI,PI,ERIKSON FENELON,PSD,0.543236301369863,7782.101167315175,0.55,64.52000000000001,9719.844357976654,19.5491504883536
MORRO DO PILAR - MG,MG,CLERINHO,PSD,0.5780615206035984,0.0,0.597,76.51,14081.710820300032,6.560122444258364
MORRO GRANDE - SC,SC,KEIO,PP,0.3819500402900886,0.0,0.701,93.94,48211.96013289037,11.565501208730648
MORRO REDONDO - RS,RS,RUI BRIZOLARA,UNIÃO,0.7088820397870552,0.0,0.702,90.99,21905.8881905392,24.757472996100443
MORRO REUTER - RS,RS,AIRTON BOHN,PP,0.7388724035608308,13269.198872118095,0.743,98.96,45474.53972466412,67.52066792772516
MORROS - MA,MA,PARAÍBA,PL,0.5931976621364693,0.0,0.548,70.22,8081.060687722324,10.827857796388397
MORTUGABA - BA,BA,CÁSSIA,PSB,0.6091245376078915,0.0,0.618,73.51,9586.107870411915,21.08328890083569
MORUNGABA - SP,SP,FERNANDÃO,UNIÃO,0.5765260609149994,0.0,0.715,94.35,46160.64139941691,93.60964857340085
MOSSAMEDES - GO,GO,MARTA CAETANO,MDB,1.0,0.0,0.706,85.33,28325.09669101848,6.791123893417468
MOSTARDAS - RS,RS,GILNEI NAZARETH,PP,0.6076859275642797,0.0,0.664,88.75,53211.166253101735,6.113004202693642
MOTUCA - SP,SP,FÁBIO CHAVES,PSD,0.6919324577861163,0.0,0.741,92.5,29919.682697074863,17.65516947322769
MOZARLANDIA - GO,GO,LUCIJANE ALENCAR,MDB,0.3635287789133943,677.9661016949152,0.683,86.8,69493.42372881356,8.483533403812423
MUANA - PA,PA,BIRIZINHO,PSD,0.5176122506097317,0.0,0.547,86.99,7467.025216011286,12.056887744799887
MUCAJAI - RR,RR,CHIQUINHO RUFINO,REPUBLICANOS,0.5089073146703883,11052.81016855485,0.665,82.8,21765.79165515336,1.4667272165412986
MUCAMBO - CE,CE,ELENILSON QUEIJEIRO,PSB,1.0,0.0,0.607,68.39,9607.200351236646,71.11830965206771
MUCUGE - BA,BA,D ANA,PSB,0.7578316201664219,1647.8536705940512,0.606,80.17,63849.3861745077,4.932137345159335
MUCUM - RS,RS,MATEUS TROJAN,MDB,0.808246828143022,13040.643338404694,0.746,95.53,65605.52053901326,41.33279069518648
MUCURI - BA,BA,ROBERTINHO,UNIÃO,0.35406636304489264,0.0,0.665,81.74,58267.3196934987,21.247776811755276
MUCURICI - ES,ES,DICA,PSB,0.5666589914805434,0.0,0.666,80.13,17699.96341017197,10.112159132748529
MUITOS CAPOES - RS,RS,LUCIANO DEBONA,PL,0.597068145800317,27787.426189649184,0.702,92.61,389747.82910732896,2.4136223897324327
MULUNGU - CE,CE,LUCAS ARRUDA,PSB,0.6194390715667312,26058.198505061973,0.607,77.02,11713.596366732898,108.1683735819786
MULUNGU - PB,PB,DANIELA RIBEIRO,REPUBLICANOS,1.0,4550.108065066545,0.565,64.75999999999999,11164.827664657036,46.98652083019553
MULUNGU DO MORRO - BA,BA,ACÁCIO,MDB,0.502513637822227,0.0,0.566,79.59,16187.804136253042,20.365717851384712
MUNDO NOVO - BA,BA,ANA PAULA,PSD,0.5054130082686898,0.0,0.59,77.12,11513.030915920252,11.596672372927122
MUNDO NOVO - GO,GO,MARLENE LOURENÇO,UNIÃO,0.43185801928133216,10502.504443367265,0.634,78.96000000000001,29218.128938439168,2.889569366652141
MUNDO NOVO - MS,MS,ROSÁRIA,PSDB,0.5617792421746294,1823.58151409368,0.686,88.19,40567.238055541085,36.11214060681055
MUNHOZ - MG,MG,VARDÃO,UNIÃO,0.5952477660438668,26842.034626224668,0.647,89.5,17254.46248825661,38.88218038955501
MUNIZ FERREIRA - BA,BA,PROFESSOR GILENO,AVANTE,0.6208204551840405,0.0,0.617,77.46000000000001,9292.072322670376,68.78201694288636
MUNIZ FREIRE - ES,ES,DITO SILVA,PSB,0.5461366681554265,0.0,0.645,85.31,21117.060540957416,26.749365134999525
MUQUEM DO SAO FRANCISCO - BA,BA,AILSON SELIS,AVANTE,0.5272064872487954,0.0,,,20136.93383127454,2.7117583999997645
MUQUI - ES,ES,CAMARÃO,PL,0.5857856746252083,0.0,0.694,88.52,17047.726445980355,41.981014134264285
MURIAE - MG,MG,DR MARCOS GUARINO,PSB,0.5841364238885107,0.0,0.734,92.38,25502.90083374957,123.68039438494765
MURIBECA - SE,SE,MÁRIO DE SANDRA,PSD,0.6362484157160964,5433.392994119151,0.626,75.31,12357.45333674252,94.12261786877497
MURICI - AL,AL,REMI FILHO,MDB,0.6601477895273283,24020.327946956764,0.527,69.35,23349.66450946917,60.21643896054025
MURICI DOS PORTELAS - PI,PI,DRA ANA LINA,PSD,0.5321100917431193,5613.9634582014905,0.53,60.6,7646.116158007553,20.58409061655315
MURICILANDIA - TO,TO,JOÃO VICTOR,REPUBLICANOS,0.5320783711102574,0.0,0.596,76.14,20631.125631125637,2.819485124423193
MURITIBA - BA,BA,ROSE,PSD,0.6438761308281141,0.0,0.66,83.16,9641.48117183962,332.0644170127058
MURUTINGA DO SUL - SP,SP,CRISTIANO,PODE,0.7552447552447552,20069.57452502007,0.726,91.52,23555.52582285256,14.886144129126736
MUTUIPE - BA,BA,JOÃO CARLOS,PT,0.49193825042881645,0.0,0.601,76.52,23525.57768128961,72.51582511345933
MUTUM - MG,MG,CLAUDINEI CLEMENTE,REPUBLICANOS,0.5589938578531735,0.0,0.644,81.8,18403.58241360593,22.092562044701697
MUTUNOPOLIS - GO,GO,LUIZINHO,MDB,0.6100260416666666,0.0,0.68,82.18,24247.19416386083,3.733470183471605
MUZAMBINHO - MG,MG,PAULINHO MAGALHÃES,PP,0.35750796355285575,0.0,0.74,93.84,24459.41254396784,53.40211011915636
NACIP RAYDAN - MG,MG,GERE DO DUNGA,PP,0.735578947368421,24400.16266775112,0.585,77.65,15203.741358275722,10.538411744483438
NANTES - SP,SP,MARLLON JAFFER,PSD,0.6187624750499002,0.0,0.714,86.58,53496.61654135338,9.278460024175164
NANUQUE - MG,MG,GILSON COLETA,PP,0.6871225882468457,428.1066270905874,0.701,84.48,23077.77270392145,23.083386511674934
NAO-ME-TOQUE - RS,RS,GILSON DOS SANTOS,PL,0.8095103311633173,11410.05140239133,0.765,96.21,123339.53514359146,49.48850048874995
NAQUE - MG,MG,ROBINHO,PDT,0.7628326996197718,0.0,0.675,84.71000000000001,14286.530223703,49.6996289505384
NARANDIBA - SP,SP,DANILLO CARVALHO,REPUBLICANOS,0.5202564102564102,0.0,0.718,88.83,111863.46928058814,15.986840714578936
NATALANDIA - MG,MG,PAULO SERGIO,PV,0.5939993616342164,0.0,0.671,85.68,21343.465909090908,7.509291239357246
NATERCIA - MG,MG,GABRIEL VILAS BOAS,PSD,1.0,35616.968663397995,0.693,90.23,24590.4924323172,24.86607424601716
NATIVIDADE - RJ,RJ,TANINHO,UNIÃO,0.47094863678137444,0.0,0.73,88.77,21511.609393657956,38.95458666410294
NATIVIDADE - TO,TO,DR. THIAGO ,PP,0.6081967213114754,14279.186657527987,0.673,80.93,28254.51222298378,2.700743208859741
NATIVIDADE DA SERRA - SP,SP,EVAIL AUGUSTO,PL,0.592835947435354,3571.9388484069154,0.655,83.44,13343.47763966281,8.399678356043063
NATUBA - PB,PB,LINSINHO,PSDB,0.7981090100111234,0.0,0.541,61.07,10672.442705422023,44.21277677602647
NAVEGANTES - SC,SC,LIBA,PSD,0.8157535214585198,0.0,0.736,95.8,71090.33460260877,773.8792280860752
NAVIRAI - MS,MS,RODRIGO SACUNO,PL,0.5224262822857979,1981.9192579820442,0.7,89.88,59719.76138097786,14.731494942113688
NAZARE - BA,BA,BENON,PSD,0.5700959775692872,0.0,0.641,81.57,12222.949002217294,97.17585329719616
NAZARE - TO,TO,CLAYTON,PSD,0.6465753424657534,9953.550099535501,0.643,79.08,12859.765538597656,11.405654254609049
NAZARE DA MATA - PE,PE,ANINHA DA FERBOM,PSDB,0.4769819160489164,0.0,0.662,80.8,22463.71704515792,235.2293629817659
NAZARE DO PIAUI - PI,PI,RONI ABILIO,PSD,0.5617898968711764,0.0,0.576,68.85,10059.414853713428,5.065280163433515
NAZARE PAULISTA - SP,SP,PROFESSORA GUINHA,UNIÃO,0.585749341088794,0.0,0.678,88.78,25545.97354119778,55.84944121478656
NAZARENO - MG,MG,DIEGO ALVARENGA,PRD,0.6782219737209952,2445.286709866732,0.69,91.09,81780.41325345397,23.94532169939728
NAZAREZINHO - PB,PB,MARCELO VALE,REPUBLICANOS,0.6127320954907162,27419.130917673192,0.562,68.5,9157.989726502848,37.26932383620495
NAZARIA - PI,PI,TROPI,MDB,0.5202035940583775,0.0,0.602,69.43,9239.621906061197,28.34764552981058
NAZARIO - GO,GO,FERRUJA,UNIÃO,0.521619975639464,13432.653559653194,0.71,87.28,33814.873610941504,29.09882665168841
NEOPOLIS - SE,SE,ALLYSSON DE AMINTAS,PSD,0.6177626408173958,0.0,0.589,77.28,20148.91026421527,54.12380799860953
NEPOMUCENO - MG,MG,ELIAS,PSDB,0.43377748167888075,0.0,0.667,88.77,24722.27995842993,42.94361790052788
NEROPOLIS - GO,GO,DR LUIZ,REPUBLICANOS,0.5613881297375342,156.5827383189277,0.721,91.51,31979.95740949518,156.01414242416251
NEVES PAULISTA - SP,SP,KIKO ROSSALI,PL,0.468730178865914,0.0,0.754,92.89,28482.111557892567,44.34780365580903
NHAMUNDA - AM,AM,MARINA PANDOLFO,UNIÃO,0.6292894774312972,7449.344457687724,0.586,91.06,10280.343663090982,1.4272098347683
NHANDEARA - SP,SP,JUNIOR NASCIMENTO,PSDB,0.4636985036024386,0.0,0.751,92.74,37330.18676410881,22.580195146565384
NILO PECANHA - BA,BA,JACQUE,PODE,0.5216716417910447,22382.491917433475,0.547,73.71000000000001,15418.801293210645,30.98418620118881
NILOPOLIS - RJ,RJ,ABRAÃOZINHO,PL,0.5674287662344804,2043.9587392862495,0.753,97.85,20844.87715807977,7619.409666722556
NINA RODRIGUES - MA,MA,JONES BRAGA,MDB,0.609049773755656,17635.44018058691,0.585,71.57,6245.696952595937,24.808967692280827
NINHEIRA - MG,MG,PROF. SANTINHO,PSD,0.5219504785052408,0.0,0.556,65.72,11936.53192293162,9.55599813818179
NIOAQUE - MS,MS,ANDRÉ,PP,0.5734036321031049,0.0,0.639,87.8,35750.832072617246,2.983794071644569
NIPOA - SP,SP,ZÉ PEDRO,PSD,0.6363082546451416,0.0,0.713,91.51,20187.78947368421,34.55474202632075
NIQUELANDIA - GO,GO,EDUARDO NIQTURBO,NOVO,0.41383120769832865,0.0,0.715,87.6,36943.1415169889,3.550681983180053
NISIA FLORESTA - RN,RN,GUSTAVO,PL,0.4548472075869336,5948.537975079832,0.622,77.64,14861.999874773026,103.68825425724582
NOBRES - MT,MT,ZÉ DOMINGOS,UNIÃO,0.49161107742065896,1936.4833462432223,0.699,88.02,71967.07978311386,3.963994584802432
NONOAI - RS,RS,ADRIANE,PP,0.6535310183378853,5466.870763175159,0.702,88.98,38304.83271375464,29.23090986576053
NORDESTINA - BA,BA,ELIETE DE ITO,PSD,0.5064741606508537,1619.6080548507261,0.56,70.53999999999999,8684.50035091508,39.802299958128565
NORMANDIA - RR,RR,DR RAPOSO,PP,0.6176867410769042,38610.03861003861,0.594,87.72,14504.433004433004,2.0093059542280143
NORTELANDIA - MT,MT,MARIANO GOMES,UNIÃO,0.41774580335731415,0.0,0.702,87.42,54678.13969106783,4.457063952390029
NOSSA SENHORA APARECIDA - SE,SE,JEANE DA FARMÁCIA,PL,0.6527336059366955,35203.63951473137,0.577,62.25,11904.246100519931,25.358292196448332
NOSSA SENHORA DA GLORIA - SE,SE,LUANA OLIVEIRA,PSD,0.768439331452138,712.1712122682713,0.587,73.31,19188.34320100941,49.14233378726502
NOSSA SENHORA DAS DORES - SE,SE,IANNA DE DR THIAGO,PSD,0.48022003745318353,4400.704112658025,0.6,71.61,16632.101136181787,46.49050031600981
NOSSA SENHORA DAS GRACAS - PR,PR,CLODOALDO,PSD,0.8944971537001898,0.0,0.709,87.55,27126.737530662307,18.4421907516095
NOSSA SENHORA DE LOURDES - SE,SE,DR SAULO GALEGUINHO,PT,0.5265494912118409,0.0,0.598,71.09,14544.511805998724,69.9896280750144
NOSSA SENHORA DE NAZARE - PI,PI,ZÉ HENRIQUE,PSD,0.8605482717520858,25822.494261667944,0.586,74.3,9159.334353481256,14.638782154646284
NOSSA SENHORA DO LIVRAMENTO - MT,MT,DR THIAGO,UNIÃO,0.6744490100859171,10664.945904173106,0.638,77.15,29972.5656877898,2.3372061728769093
NOSSA SENHORA DOS REMEDIOS - PI,PI,ZÉ FERNANDO,PSD,0.6883080772973724,0.0,0.533,63.96,9213.724340175952,23.81872097880017
NOVA ALIANCA - SP,SP,JURA,PSD,0.49851998026640354,0.0,0.738,94.27,48697.59450171822,30.772420061191188
NOVA ALVORADA - RS,RS,EDILSON ROMANINI,PP,1.0,14226.999683844451,0.74,91.75,74794.18273790705,21.24425803058352
NOVA ALVORADA DO SUL - MS,MS,PALEARI,PP,0.7314551563711553,0.0,0.694,90.62,89983.59453762259,4.773298618402731
NOVA AMERICA - GO,GO,CLÉBER JUNIO,UNIÃO,0.9247863247863248,111253.74411638854,0.678,83.81,20913.99229781772,11.18109052974925
NOVA AMERICA DA COLINA - PR,PR,TANIA BASSO,PP,0.5051579626047711,0.0,0.698,86.16,29758.84146341464,22.3968854541307
NOVA ANDRADINA - MS,MS,DR LEANDRO,PSDB,0.47000855153316773,617.7542573564236,0.721,91.48,63517.369190536,9.541250316755454
NOVA ARACA - RS,RS,HENRIQUE PERETTI,PP,0.5605343723907598,0.0,0.785,97.52,66052.68469923294,65.42679192591088
NOVA AURORA - GO,GO,JOÃO PIMENTA,MDB,1.0,0.0,0.747,89.84,33807.71061399334,6.831779680722531
NOVA AURORA - PR,PR,PECINHA,PL,0.7629344653754312,10313.708681438431,0.733,94.99,59555.8300036324,25.72193420422057
NOVA BANDEIRANTES - MT,MT,ROGÉRIO DE SOUZA,REPUBLICANOS,0.4775077212300255,0.0,0.65,92.14,25183.278327832784,1.4268803975659163
NOVA BASSANO - RS,RS,JOÃO PAULO MAROSO,PP,0.5411614550095725,2590.9420665353923,0.747,96.71,83138.77085708364,45.66787717941133
NOVA BELEM - MG,MG,VALDECI DORNELAS,PSD,0.6978830283458917,0.0,0.592,75.68,26476.674071723264,21.49221823198469
NOVA BOA VISTA - RS,RS,CRETZ,PDT,0.5238095238095238,37708.12928501469,0.768,97.5,71176.29774730657,21.807766263832093
NOVA BRASILANDIA - MT,MT,TONINHO,UNIÃO,0.45491043854231006,12717.293997965411,0.651,79.85,27755.849440488302,1.1945281685314075
NOVA BRESCIA - RS,RS,ANGELO BARBIERI BAXINHO,PP,1.0,62417.87122207622,0.778,96.27,46367.60840998686,29.522125485512557
NOVA CAMPINA - SP,SP,JUNIOR DA SAÚDE,PSD,0.569759330310429,0.0,0.651,90.4,26018.477109568084,22.059527386026545
NOVA CANAA - BA,BA,DÓI ROCHA,AVANTE,0.542068831042215,3645.6434560699963,0.545,68.57,12706.015311702517,17.043445759914867
NOVA CANAA DO NORTE - MT,MT,VINICIUS OLIVEIRA,UNIÃO,0.5084361621757744,7688.084052276416,0.686,87.52,77659.51994533185,1.9663825701125164
NOVA CANAA PAULISTA - SP,SP,THAIS,PSD,0.5153846153846153,12303.149606299212,0.715,88.61,22787.8937007874,16.28521106642353
NOVA CANDELARIA - RS,RS,ARI ROEHRS,MDB,0.594605983986515,13557.66089513231,0.759,97.84,74952.62985952303,31.32857522777252
NOVA CANTU - PR,PR,AIRTON AGNOLIN,PDT,0.5206950409996095,4418.262150220913,0.658,82.8,51267.452135493375,10.726674866251264
NOVA COLINAS - MA,MA,DRA MARIANA,UNIÃO,0.6135498604415123,0.0,0.566,77.47,17215.8932483569,6.758970108177412
NOVA CRIXAS - GO,GO,RODRIGO TAVARES,MDB,0.3530644316396019,0.0,0.643,80.91,49045.96176355833,1.7532894254573157
NOVA CRUZ - RN,RN,JOQUINHA NOGUEIRA,MDB,0.6681313703284258,8462.458781989553,0.629,68.52,16355.91934401354,123.37411626639742
NOVA ERA - MG,MG,TXAI,REDE,1.0,0.0,0.709,93.17,24824.578506709484,48.16349189899957
NOVA ERECHIM - SC,SC,IARA PERIN,MDB,0.45431108564881123,0.0,0.765,94.23,47919.68962172648,79.21705064100988
NOVA ESPERANCA - PR,PR,EDUARDO PASQUINI,PL,0.6563790480330363,0.0,0.722,91.19,35479.969907842766,59.0056750129511
NOVA ESPERANCA DO PIRIA - PA,PA,ALCINEIA FERRO,MDB,0.5783771667662881,0.0,0.502,73.68,17132.630139662077,7.290926390837339
NOVA ESPERANCA DO SUDOESTE - PR,PR,JAIME STANG,PSD,0.5511894647408666,4466.678577809541,0.714,90.84,29445.774522065392,23.828533484974745
NOVA ESPERANCA DO SUL - RS,RS,IVORI JUNIOR,PDT,0.5174543501611171,0.0,0.735,94.69,35429.599177800614,25.458911919448298
