municipio,sigla_municipio,prefeito_eleito_2024,sigla_partido_prefeito_eleito,porcentagem_votos_validos_2024,emendas_pix_per_capita_partido_prefeito_eleito,idhm_2010,alfabetizacao_2010,pib_per_capita_2021,densidade_demografica_2010,cluster_0,cluster_1,cluster_2,cluster_3
ABADIA DE GOIAS - GO,GO,WANDER SARAIVA,PP,1.0,18716.01840234212,0.708,92.19,18491.217063989963,133.39799737437687,False,False,True,False
ABADIA DOS DOURADOS - MG,MG,CIRO,PSD,0.5759918616480163,3188.775510204081,0.689,90.88,28184.630102040817,7.127400247351568,False,False,True,False
ABADIANIA - GO,GO,DR ITAMAR,PP,0.6195040015808715,3481.8941504178274,0.689,89.16,25842.85051067781,16.50935116913498,False,False,True,False
ABAETE - MG,MG,IVANIR,MDB,0.4918260108013428,1764.0573318632855,0.698,91.28,23869.41565600882,12.47983026005562,False,False,True,False
ABAETETUBA - PA,PA,FRANCINETI CARVALHO,MDB,0.4172008704814235,2528.605203934559,0.628,86.28999999999999,12322.938528839102,98.22878551140263,False,False,True,False
ABAIARA - CE,CE,ANGIM,PT,0.521203830369357,0.0,0.628,70.6,11752.440725244072,55.5194969507372,True,False,False,False
ABAIRA - BA,BA,DR WELLINGTON,PSD,0.5095595766473199,0.0,0.603,80.55,9614.436378578275,13.55771620992271,True,False,False,False
ABARE - BA,BA,EMANOEL DA FARMÁCIA,PT,0.8237688562534919,21543.1713815976,0.575,73.15,11823.686150008503,10.988425366564242,True,False,False,False
ABATIA - PR,PR,SÔNIA CHAVES,UNIÃO,0.491886195995785,0.0,0.687,83.24,30635.823781245683,27.73610071914887,False,False,True,False
ABDON BATISTA - SC,SC,LUCIMAR,MDB,0.5167424555601489,34642.03233256351,0.694,90.27,28916.089299461124,10.943737406220103,False,False,True,False
ABEL FIGUEIREDO - PA,PA,MARCONE LACERDA,UNIÃO,0.5555555555555556,0.0,0.622,82.24,17192.959582790092,9.97719783960626,True,False,False,False
ABELARDO LUZ - SC,SC,SANTIN,MDB,0.5243175400062755,6899.724011039559,0.696,88.95,45183.99264029439,18.23902731946579,False,False,True,False
ABRE CAMPO - MG,MG,MARCINHO VICTOR,PSDB,0.6008073082642872,3590.148632153371,0.654,87.73,18861.70747468945,29.60320246325809,False,False,True,False
ABREU E LIMA - PE,PE,FLAVIO GADELHA,PSB,0.6880541099489753,1523.4303589201925,0.679,89.85,17511.913225406755,780.5094827438538,False,False,True,False
ABREULANDIA - TO,TO,MANOEL MOURA,PT,1.0,62111.801242236026,0.665,86.62,43530.66770186336,1.3509422061037906,False,False,True,False
ACAIACA - MG,MG,LUIZÃO,AVANTE,0.5112830431979368,0.0,0.63,86.06,16604.502430289078,38.35987458109651,False,False,True,False
ACAILANDIA - MA,MA,DR BENJAMIM,UNIÃO,0.4304840877060732,0.0,0.672,82.31,35934.115438761146,18.35684716215172,False,False,True,False
ACAJUTIBA - BA,BA,JADIEL SOUZA,MDB,0.619062565390249,0.0,0.582,77.69,10476.911924610366,75.97531968793585,True,False,False,False
ACARA - PA,PA,PEDRINHO DA BALSA,MDB,0.7512332453037023,0.0,0.506,78.69,24286.12574758992,13.584743815358692,True,False,False,False
ACARAPE - CE,CE,EDILBERTO  BESERRA,PSB,0.6459273975076756,0.0,0.606,78.23,12831.96692093819,107.78614349239002,True,False,False,False
ACARAU - CE,CE,ANA FLÁVIA,PSB,0.66369803873196,0.0,0.601,71.17,15631.910394704584,77.35726806834609,True,False,False,False
ACARI - RN,RN,FERNANDO,PODE,1.0,0.0,0.679,82.19,13399.452675285458,17.41586393988748,False,False,True,False
ACAUA - PI,PI,MOLÃO,PSD,0.8257305773342837,3894.080996884735,0.528,69.59,11458.09968847352,5.015169748534801,True,False,False,False
ACEGUA - RS,RS,MARCUS PETI,PSDB,0.8476887263052877,3597.122302158273,0.687,93.6,109885.85131894484,2.6894312105068168,False,False,True,False
ACOPIARA - CE,CE,DR VILMAR,PSB,0.5494233937397035,0.0,0.595,67.13,12555.491303767623,19.95033392334263,True,False,False,False
ACORIZAL - MT,MT,DIEGO TAQUES,UNIÃO,0.6602870813397129,0.0,0.628,76.42,21771.43996808935,5.896024688242154,True,False,False,False
ACRELANDIA - AC,AC,OLAVINHO BOIADEIRO,REPUBLICANOS,0.7387295081967213,13479.780329505742,0.604,84.36,28437.700591969187,7.738140195567039,True,False,False,False
ACREUNA - GO,GO,CLAUDIOMAR PORTUGAL,PP,0.5858956952320102,13724.035608308606,0.686,85.43,48768.267804154304,13.76863383752355,False,False,True,False
ACUCENA - MG,MG,NEM DO DUTA,REPUBLICANOS,0.5239375104989081,0.0,0.61,80.19,18542.32360505424,10.963961798750894,True,False,False,False
ADAMANTINA - SP,SP,JOSÉ TIVERON,NOVO,0.394388194743645,0.0,0.79,93.86,39521.03093377923,84.21054475630417,False,False,True,False
ADELANDIA - GO,GO,EDINHO DO LATICÍNIO,UNIÃO,0.7146136189747513,0.0,0.702,85.35,21242.054854157595,19.92388269341791,False,False,True,False
ADOLFO - SP,SP,RICARDO DA GRANADA,PODE,0.693134328358209,0.0,0.73,91.87,26543.323373937023,20.6293872717486,False,False,True,False
ADRIANOPOLIS - PR,PR,VANDIR VETERINARIO,PSD,0.6820363029417901,0.0,0.667,83.18,58962.7557544757,4.046924216524042,False,False,True,False
ADUSTINA - BA,BA,JUNINHO PROFESSOR,PSD,0.7481271512451914,0.0,0.546,64.47,16948.80642208295,22.60020938616164,True,False,False,False
AFOGADOS DA INGAZEIRA - PE,PE,SANDRINHO PALMEIRA,PSB,0.5761358623731804,4970.05541611789,0.657,76.88,13464.277726696651,106.49317818646674,True,False,False,False
AFONSO BEZERRA - RN,RN,HAROLDO DE JANGO,UNIÃO,0.5479407631607394,1107.1132023249377,0.585,69.32,12756.25057662146,18.80863990407598,True,False,False,False
AFONSO CLAUDIO - ES,ES,LUCIANO PIMENTA,PP,0.4676873489121676,977.7082518576456,0.667,85.7,18568.993612306087,32.59990826565013,False,False,True,False
AFONSO CUNHA - MA,MA,PEDRO MEDEIROS,PL,0.5717841032820035,48828.125,0.529,65.36,13845.703125,16.538824702612455,True,False,False,False
AFRANIO - PE,PE,CLOVES RAMOS,MDB,0.6820757324488668,33201.242369069296,0.588,74.22,11235.675270429474,12.525458365164054,True,False,False,False
AFUA - PA,PA,SANDRO CUNHA,MDB,0.4994147798361383,2647.980934727923,0.489,71.12,11763.1669535284,4.529236413748487,True,False,False,False
AGRESTINA - PE,PE,JOSUÉ MENDES,PSB,1.0,6308.086967492325,0.592,67.65,14839.059674502712,118.7213664577624,True,False,False,False
AGRICOLANDIA - PI,PI,MARCÃO DO POVO,MDB,0.6084494773519163,10121.457489878543,0.599,72.53,9571.457489878543,44.03123215557502,True,False,False,False
AGROLANDIA - SC,SC,NEGÃO,PL,0.4795692580026552,3639.6724294813466,0.725,94.89,36041.31028207461,53.14979209397716,False,False,True,False
AGRONOMICA - SC,SC,NEI RODRIGUES,PP,0.2905083896819434,6606.110652353427,0.741,94.42,38459.12469033856,46.69011233567695,False,False,True,False
AGUA AZUL DO NORTE - PA,PA,VANDIN,UNIÃO,0.545793794647617,4148.230088495575,0.564,88.23,35571.46017699115,2.541708338212218,True,False,False,False
AGUA BOA - MG,MG,ZOLA,SOLIDARIEDADE,0.4983090379008746,0.0,0.576,72.58,15257.288108666296,9.534076191315773,True,False,False,False
AGUA BOA - MT,MT,DR. MARIANO,MDB,0.6439281372416588,3422.4306102193777,0.729,92.31,68471.50826516992,3.870767720622633,False,False,True,False
AGUA BRANCA - AL,AL,NAYARA,PP,0.7802959830866808,7365.319865319865,0.549,69.08,10661.563552188552,40.58580904254791,True,False,False,False
AGUA BRANCA - PB,PB,MARLUCE VERAS,REPUBLICANOS,0.5015873015873016,6963.042313872523,0.572,73.64,9859.239421531867,38.66191413127292,True,False,False,False
AGUA BRANCA - PI,PI,JUNIOR RIBEIRO,PSD,0.842101003561023,7113.184999715472,0.639,75.86,13883.286860524668,181.530221696096,True,False,False,False
AGUA CLARA - MS,MS,GEROLINA,PSDB,0.748237457852253,0.0,0.67,91.02,73784.66041455111,1.9238698417053013,False,False,True,False
AGUA COMPRIDA - MG,MG,GUSTAVO ALMEIDA,PSD,0.4724905501889962,0.0,0.675,92.1,109027.98861480076,4.286821740395059,False,False,True,False
AGUA DOCE - SC,SC,GIOVANI BRANDALISE,PSDB,0.6149450549450549,0.0,0.698,92.8,100040.56545789796,4.932437197442112,False,False,True,False
AGUA DOCE DO MARANHAO - MA,MA,ELIANE DIAS,PDT,0.5032216494845361,0.0,0.5,63.97,8373.579311480811,27.460085362993624,True,False,False,False
AGUA DOCE DO NORTE - ES,ES,ABRAÃO LINCON,PSB,0.6000467781546018,0.0,0.652,80.0,15313.237003819964,25.39536841407268,True,False,False,False
AGUA FRIA - BA,BA,RENAN DE ZIZA,PSD,0.8150482192304019,0.0,0.55,72.74,10931.089190867076,19.513141997661936,True,False,False,False
AGUA FRIA DE GOIAS - GO,GO,VIRGINIA CASTRO,PP,0.5703954802259887,0.0,0.671,85.14,107636.85910375454,2.448670169719485,False,False,True,False
AGUA NOVA - RN,RN,NETINHO MACÁRIO,UNIÃO,0.5467546754675467,2715.5465037338763,0.616,77.34,11728.78479293958,58.11538167935131,True,False,False,False
AGUA PRETA - PE,PE,MIRUCA,PSB,0.501977277007093,3779.1466686822114,0.553,69.34,9820.717282037716,49.74573007141887,True,False,False,False
AGUA SANTA - RS,RS,JULIANO,PDT,0.6499833166499833,0.0,0.75,94.58,139931.49284253578,13.4225948691711,False,False,True,False
AGUAI - SP,SP,PROFESSOR GILBERTO,PSDB,0.5476902004731665,779.4961336991769,0.715,92.27,40993.29633325019,67.54160914461238,False,False,True,False
AGUANIL - MG,MG,RICARDO PAIEIRA,PP,0.6126582278481013,39017.67271058067,0.663,86.78999999999999,21715.630020656416,18.768325281034542,False,False,True,False
AGUAS BELAS - PE,PE,DR ELTON MARTINS,REPUBLICANOS,0.5110061634515328,0.0,0.526,59.77,9654.159044960046,46.90690592875202,True,False,False,False
AGUAS DA PRATA - SP,SP,CARLOS HENRIQUE,PSD,0.4525080042689434,0.0,0.781,93.96,28362.600081422173,51.51766098290516,False,False,True,False
AGUAS DE CHAPECO - SC,SC,OSCAR BARELA,PP,0.5687469527059971,0.0,0.713,93.6,22811.13320079523,43.29819607301437,False,False,True,False
AGUAS DE LINDOIA - SP,SP,GERALDINHO MANTOVANI,PSD,0.5171199373899432,0.0,0.745,94.04,32660.568878973787,298.9215808655698,False,False,True,False
AGUAS DE SANTA BARBARA - SP,SP,SGTO WILIAN,UNIÃO,0.4220045214770158,0.0,0.757,94.84,30276.71729134736,17.743595362308977,False,False,True,False
AGUAS DE SAO PEDRO - SP,SP,JOÃO VICTOR,PL,0.7082926829268292,115107.91366906474,0.854,98.55,53185.25179856115,812.7002868954538,False,False,True,False
AGUAS FORMOSAS - MG,MG,CARLINHOS,NOVO,0.346793142459316,0.0,0.645,75.6,15589.711621856028,22.48540701659078,True,False,False,False
AGUAS FRIAS - SC,SC,WESLEY,PL,0.5724485510289794,0.0,0.745,90.91,57437.12574850299,36.98576577239795,False,False,True,False
AGUAS MORNAS - SC,SC,PEDRO DO BANCO,MDB,0.6282281205164992,20762.27198576301,0.723,94.16,29594.69079044936,20.63045376372749,False,False,True,False
AGUAS VERMELHAS - MG,MG,NILSON CAMPOS,AVANTE,0.8057099545224861,14248.058702001852,0.601,72.43,16858.94421885018,11.17137681644985,True,False,False,False
AGUDO - RS,RS,KITTEL,PL,0.4165901157449935,5298.921513621345,0.694,93.22,41635.37185960975,29.99480494659469,False,False,True,False
AGUDOS - SP,SP,RAFAEL LIMA,REPUBLICANOS,0.5362614913176711,0.0,0.745,94.79,70027.14968152867,38.968826040781785,False,False,True,False
AGUDOS DO SUL - PR,PR,GENEZIO FERREIRA,PL,0.4625687297335401,0.0,0.66,91.16,21198.377797322388,48.85057258841244,False,False,True,False
AGUIA BRANCA - ES,ES,JAILSON QUIUQUI,PP,0.5580675548378414,11842.240757903408,0.678,85.17,25332.50952528061,21.35356055759798,False,False,True,False
AGUIAR - PB,PB,TINTIN,PSB,0.8615537848605578,0.0,0.597,62.35,12011.99280431741,14.214831799490556,True,False,False,False
AGUIARNOPOLIS - TO,TO,WANDERLY LEITE,REPUBLICANOS,0.6944195762458968,0.0,0.657,82.85,36797.86524349566,18.980092544351727,False,False,True,False
AIMORES - MG,MG,ADRIANO GARCIA,PL,0.477088759062434,6015.275634176263,0.684,85.51,25248.723732636827,18.73639166255644,False,False,True,False
AIQUARA - BA,BA,VALERIA,PP,0.6229872293170461,6746.120980436249,0.583,76.24,12079.604227569149,26.456240690270874,True,False,False,False
AIUABA - CE,CE,NETO FEITOSA,PT,0.5480249920576088,0.0,0.569,65.86,10769.820971867008,5.772566823643964,True,False,False,False
AIURUOCA - MG,MG,ERLISSON DO CARLINHOS,PSD,1.0,4813.091609176961,0.668,85.93,20623.93710893631,9.599361863924356,False,False,True,False
AJURICABA - RS,RS,PAULO DOLOVITSCH,PP,0.5396440129449838,4464.285714285715,0.753,94.86,77538.54166666667,20.83180033177934,False,False,True,False
ALAGOA - MG,MG,TIÃOZINHO,PSDB,0.6215106732348111,0.0,0.649,85.56,17357.948344852673,17.02344161473042,False,False,True,False
ALAGOA GRANDE - PB,PB,NETO CARNEIRO,REPUBLICANOS,0.5099594961993009,3837.0040672243113,0.582,65.3,11515.463126390914,80.95089811647168,True,False,False,False
ALAGOA NOVA - PB,PB,FRANCINILDO PIMENTEL,PSB,0.9286528750610848,32519.173844762765,0.576,71.46000000000001,15945.176795317184,164.09436907337735,True,False,False,False
ALAGOINHA - PB,PB,ALIRIO FILHO,MDB,0.5396729254996971,3642.9872495446266,0.595,64.71000000000001,10091.803278688523,123.11233898729306,True,False,False,False
ALAGOINHA - PE,PE,SIMÃOZINHO,PSDB,0.7136989114807969,0.0,0.599,73.38,10703.367301727958,63.20722065613533,True,False,False,False
ALAGOINHA DO PIAUI - PI,PI,DR PEDRO OTACILIO,PSD,0.5106830122591944,0.0,0.531,55.6,9597.00835899692,12.73437486678884,True,False,False,False
ALAGOINHAS - BA,BA,GUSTAVO CARMO,PSD,0.5009068088735151,1191.6189467412532,0.683,89.89,30007.235775048823,213.3545749350562,False,False,True,False
ALAMBARI - SP,SP,JOÃO PAULO CARIOCA,PSD,1.0,0.0,0.712,93.41,21069.858329262333,38.48988947560849,False,False,True,False
ALBERTINA - MG,MG,FELIPE DA SAÚDE,PSDB,0.50368,0.0,0.673,88.06,52154.81029810298,50.97740607306993,False,False,True,False
ALCANTARA - MA,MA,NIVALDO ARAÚJO,PSB,0.5441478439425051,1083.012942004657,0.573,77.56,8057.453836573347,15.803187475371258,True,False,False,False
ALCANTARAS - CE,CE,CHARLYNE DE ALCANTARAS,PSB,0.658267716535433,2198.96208989357,0.6,70.89,8637.699006069135,83.85872102273936,True,False,False,False
ALCANTIL - PB,PB,CÍCERO DO CARMO,PSD,0.7410121364781315,0.0,0.578,69.4,9877.55467909645,17.978090551748338,True,False,False,False
ALCINOPOLIS - MS,MS,WELITON GUIMARÃES,PSDB,0.5570082091821222,0.0,0.711,88.96000000000001,52400.26449195504,0.952697340284685,False,False,True,False
ALCOBACA - BA,BA,ZICO DE BAIATO,PT,0.5937665081880613,8153.281695882592,0.608,76.41,14165.430085609458,16.60205508660665,True,False,False,False
ALDEIAS ALTAS - MA,MA,KEDSON,PL,0.6711604904816747,0.0,0.513,62.32,10712.4452460706,12.002027055841875,True,False,False,False
ALECRIM - RS,RS,NEUSA,MDB,0.5322935412917417,2449.779519843214,0.672,92.14,26469.37775600196,19.366941374206743,False,False,True,False
ALEGRE - ES,ES,NIRRÔ,PP,0.8106770681725564,35815.882373102104,0.721,86.46000000000001,19712.03345100593,38.56196698433605,False,False,True,False
ALEGRETE - RS,RS,JESSE TRINDADE,MDB,0.4152798590845755,276.20875857973454,0.74,94.08,42534.36727478628,9.282803783045608,False,False,True,False
ALEGRETE DO PIAUI - PI,PI,MARCIO ALENCAR,PT,0.5970037453183521,0.0,0.585,64.74000000000001,10397.928355632284,18.986342794555306,True,False,False,False
ALEGRIA - RS,RS,FABIO LUCIANO SCHAKOFSKI,PSD,0.4651079136690647,0.0,0.695,89.98,42898.38400438236,21.13044615262036,False,False,True,False
ALEM PARAIBA - MG,MG,DR PAULO,PP,0.5144354360292663,0.0,0.726,93.64,31637.529706677084,60.15914384403936,False,False,True,False
ALENQUER - PA,PA,TOM SILVA,MDB,0.4189593382016114,6342.159505311559,0.564,84.4,10744.238003949436,2.934001365327429,True,False,False,False
ALEXANDRIA - RN,RN,RAIMUNDINHO,PSD,0.5293573264781491,1832.8445747800583,0.606,66.58,11054.9853372434,35.804018079773115,True,False,False,False
ALEXANIA - GO,GO,WARLEY GOUVEIA,PODE,0.3890724703737466,0.0,0.682,88.27,41767.40225118483,31.883737151150942,False,False,True,False
ALFENAS - MG,MG,FABIO DA ONCOLOGIA,PT,0.5099249055340317,189.94554894263644,0.761,94.23,44141.661390401416,92.78578630374722,False,False,True,False
ALFREDO CHAVES - ES,ES,HUGO LUIZ,PP,0.5805123053741839,361.3761202659728,0.71,92.11,33081.74327840417,22.475147376247584,False,False,True,False
ALFREDO MARCONDES - SP,SP,CELSO PIRANI,UNIÃO,0.662133575098217,0.0,0.741,89.87,27076.490438695164,37.42413915445603,False,False,True,False
ALFREDO VASCONCELOS - MG,MG,NENEM FLÁVIO,PSD,0.6190667739340305,7213.966238638003,0.675,90.06,21737.555908238348,53.06744523727787,False,False,True,False
ALFREDO WAGNER - SC,SC,GILMAR SANI,PL,0.57621865314173,7632.859459975193,0.668,90.6,32099.22717297968,14.292543181795905,False,False,True,False
ALGODAO DE JANDAIRA - PB,PB,HUMBERTO,PSB,0.713511420828494,60954.96105655266,0.548,67.32,9694.8865560447,13.263763291989443,True,False,False,False
ALHANDRA - PB,PB,MARCELO RODRIGUES,MDB,0.6703327693175409,6442.705936493328,0.582,73.73,156455.36125172573,118.25616976929798,False,False,False,True
ALIANCA - PE,PE,PEDRO FREITAS,PP,0.8331929233361416,0.0,0.604,72.78,11564.142021767717,131.11371942669788,True,False,False,False
ALIANCA DO TOCANTINS - TO,TO,ELVES GUIMARÃES,REPUBLICANOS,0.5497353023126219,0.0,0.663,85.56,119792.30619778512,3.256196551625262,False,False,True,False
ALMADINA - BA,BA,MARCIEL PINHEIRO,PODE,0.669753838654643,0.0,0.563,68.18,12049.827520122652,21.25017473065131,True,False,False,False
ALMAS - TO,TO,NERI,PP,0.6390191897654585,6924.142175719341,0.636,78.28,42120.48007385752,1.6218706194313104,True,False,False,False
ALMEIRIM - PA,PA,LÚCIA DO LIDER,MDB,0.7078065011517789,18797.587514585764,0.642,86.27,20080.80513418903,0.4698620275619278,False,False,True,False
ALMENARA - MG,MG,EDUARDO BRASILEIRO,PT,0.5325182464785458,4459.41928451095,0.642,78.2,16720.344861758003,17.593727035205642,True,False,False,False
ALMINO AFONSO - RN,RN,DRA JÉSSICA AMORIM,MDB,0.6833182640144665,49071.90100277363,0.624,74.95,10681.03264348197,36.528040311172745,True,False,False,False
ALMIRANTE TAMANDARE - PR,PR,DANIEL LOVATO ,MDB,0.6088519520680324,0.0,0.699,93.94,16160.01669100772,561.5847304757694,False,False,True,False
ALPERCATA - MG,MG,RAFAEL FRANÇA,PSD,1.0,0.0,0.646,83.87,13703.751991887586,41.41903353786244,False,False,True,False
ALPESTRE - RS,RS,RUDI ARGENTON,PP,1.0,2810.172825628776,0.671,87.27,27593.227483490235,21.848268945097367,False,False,True,False
ALPINOPOLIS - MG,MG,RAFAEL FREIRE,PSB,0.6228382292097642,1639.344262295082,0.725,92.31,28645.792349726777,39.72854990213021,False,False,True,False
ALTA FLORESTA - MT,MT,CHICO GAMBA,UNIÃO,0.8246085936961169,10240.124204528003,0.714,91.12,36030.948765632194,6.545265321174975,False,False,True,False
ALTAIR - SP,SP,FERREIRA,PL,0.4236955668889761,8693.132425383947,0.687,89.8,32533.758330918576,11.026536657718594,False,False,True,False
ALTAMIRA - PA,PA,DR.LOREDAN,PSD,0.3246960972488804,237.5691920271779,0.665,87.55,24708.930225928303,0.7915687317349779,False,False,True,False
ALTAMIRA DO MARANHAO - MA,MA,MARTON PAGEÚ,PL,0.5064883210221601,0.0,0.549,67.02000000000001,11094.462540716611,12.29248903773795,True,False,False,False
ALTAMIRA DO PARANA - PR,PR,ELZA,PSD,0.5779816513761468,0.0,0.667,82.43,26801.6713091922,7.766265672053029,False,False,True,False
ALTANEIRA - CE,CE,KESIA,PSB,0.5281518740872951,0.0,0.602,68.17,11007.667354762609,93.12704971226712,True,False,False,False
ALTEROSA - MG,MG,MARCELO NUNES,PSD,0.7864888310561701,2155.9468199784405,0.668,89.6,21309.737693136904,38.46140432840202,False,False,True,False
ALTINHO - PE,PE,MARIVALDO PENA,PSB,0.490525563103325,15478.378639837478,0.598,65.37,10766.6150720712,45.91730832146826,True,False,False,False
ALTINOPOLIS - SP,SP,PROFESSOR HUELDER,MDB,0.6121445370964294,0.0,0.73,93.92,49553.8113925556,18.10689224994809,False,False,True,False
ALTO ALEGRE - RR,RR,WAGNER NUNES,REPUBLICANOS,0.6179099194761526,9232.55119453925,0.542,59.94,18273.938187334094,0.8287577286379972,True,False,False,False
ALTO ALEGRE - SP,SP,CARLINHOS SUSSUMI,MDB,0.6136218968809676,0.0,0.7,91.44,29571.726112991408,12.067244213092424,False,False,True,False
ALTO ALEGRE DO MARANHAO - MA,MA,NILSILENE DO LIORNE,UNIÃO,0.5097422162705055,14554.2248835662,0.554,70.72,12606.2874251497,61.21161410459453,True,False,False,False
ALTO ALEGRE DO PINDARE - MA,MA,DIDI DO PP,PP,0.5422010504458288,26525.40645663166,0.558,67.75,9793.309996110464,13.70510627576886,True,False,False,False
ALTO ALEGRE DOS PARECIS - RO,RO,DENA,UNIÃO,0.9513415188722146,14461.189999128845,0.592,86.47,42135.377646136425,2.900187874693126,True,False,False,False
ALTO ARAGUAIA - MT,MT,JACSON NIEDERMEIER,UNIÃO,0.7354933393542561,1628.569766765544,0.704,91.36,68221.13650904437,3.182518416668509,False,False,True,False
ALTO BOA VISTA - MT,MT,ZÉ MARANHÃO,PSB,0.6465714285714286,0.0,0.651,88.49,46202.27471566054,2.5407782249544857,False,False,True,False
ALTO CAPARAO - MG,MG,SEBASTIAO KASAPRONTA,PSD,0.5219994793022651,0.0,0.661,88.71000000000001,16757.72217428818,55.90578542607335,False,False,True,False
ALTO DO RODRIGUES - RN,RN,DRA. RAQUEL,PP,0.5474651585538275,0.0,0.672,80.7,49369.35277154758,65.34721057394215,False,False,True,False
ALTO FELIZ - RS,RS,ROBES SCHNEIDER,PSB,1.0,26041.666666666668,0.734,97.31,52587.239583333336,39.31632827598074,False,False,True,False
ALTO GARCAS - MT,MT,JUNIOR PITUCHA,PL,0.5633003492433062,5746.245786086423,0.701,90.69,91759.57707631016,3.383466976711252,False,False,True,False
ALTO HORIZONTE - GO,GO,DIOGO RODRIGUES,SOLIDARIEDADE,0.5338845946431782,0.0,0.719,87.61,210840.41501976285,12.14336476301855,False,False,False,True
ALTO JEQUITIBA - MG,MG,DANIEL,REPUBLICANOS,0.5433126660761736,0.0,0.66,89.42,14958.199356913185,55.12380553442235,False,False,True,False
ALTO LONGA - PI,PI,BELAUTO BIGODE,PT,0.589297052154195,2967.579197269827,0.585,67.17,9715.483344461756,7.732790284117001,True,False,False,False
ALTO PARAGUAI - MT,MT,ADAIR,MDB,0.9373535052205412,0.0,0.638,85.36,20807.591459607946,4.336008958527824,False,False,True,False
ALTO PARAISO - PR,PR,ELISEU CANÃA,UNIÃO,0.6272956427799784,16366.612111292963,0.678,85.34,37210.80196399345,2.999747566704284,False,False,True,False
ALTO PARAISO - RO,RO,JOÃO PAVAN,REPUBLICANOS,0.7406552330694811,11826.317401960783,0.625,88.19,31272.120098039217,6.161099787149023,False,False,True,False
ALTO PARAISO DE GOIAS - GO,GO,MARCUS RINCO,UNIÃO,0.5137597958811737,2287.909955365806,0.713,88.84,28819.231515621967,3.972355839848413,False,False,True,False
ALTO PARANA - PR,PR,PALITO,UNIÃO,0.4529945999018164,0.0,0.696,89.62,31367.388022143936,31.876514007924264,False,False,True,False
ALTO PARNAIBA - MA,MA,RUBENS JAPONÊS,PSDB,0.3591176049276608,0.0,0.633,78.78,52119.092627599246,0.9983140520145676,True,False,False,False
ALTO PIQUIRI - PR,PR,GIOVANE,PSD,0.92507204610951,0.0,0.676,86.14,42071.03937493575,20.142461283891983,False,False,True,False
ALTO RIO DOCE - MG,MG,VICTOR DA MARIA ALICE,MDB,0.7713986105649495,0.0,0.62,85.34,16539.52805068405,21.004164165655745,True,False,False,False
ALTO RIO NOVO - ES,ES,ALEXANDRO DA PADARIA,PSD,0.7115190639499698,0.0,0.664,82.99,15205.00403551251,32.65497894446784,False,False,True,False
ALTO SANTO - CE,CE,JOENI,PP,0.8182512409316534,0.0,0.601,69.87,16408.9014482515,12.34293127088044,True,False,False,False
ALTO TAQUARI - MT,MT,MARILDA SPERANDIO,UNIÃO,0.5068081063964535,0.0,0.705,93.37,118838.7747615554,7.589187034134205,False,False,True,False
ALTONIA - PR,PR,DIEGO PERGO,PL,0.5125011121985942,0.0,0.721,89.82,24678.689574218333,25.85653565044857,False,False,True,False
ALTOS - PI,PI,MAXWELL DA MARIINHA,MDB,0.7288917317532992,0.0,0.614,73.96000000000001,11332.771373780372,49.558930016707976,True,False,False,False
ALUMINIO - SP,SP,DRA ANA PAULA,PP,0.3966386554621848,0.0,0.766,95.4,230178.19779203515,206.87692641823853,False,False,False,True
ALVARAES - AM,AM,LUCENILDO,UNIÃO,0.7217425050936257,6302.785831337451,0.527,79.45,13698.033530820623,2.67865596293182,True,False,False,False
ALVARENGA - MG,MG,GERALDO DA SAÚDE,PT,0.5287269045811187,0.0,0.592,81.87,13747.924528301886,14.271072281434169,True,False,False,False
ALVARES FLORENCE - SP,SP,ADILSON LEITE,PSD,0.6194078947368421,0.0,0.728,90.45,31762.707535121328,10.803595176621782,False,False,True,False
ALVARES MACHADO - SP,SP,CHIQUINHO,UNIÃO,0.7467720478910713,0.0,0.758,93.01,26045.71638231517,78.4862732172407,False,False,True,False
ALVARO DE CARVALHO - SP,SP,ADILSON,PL,0.7845057880676759,0.0,0.688,91.16,12185.108153078205,31.31412443791713,False,False,True,False
ALVINLANDIA - SP,SP,JUNIOR MORAES CURRAL,PP,0.7167037861915367,3466.204506065858,0.722,89.48,20244.367417677644,33.99232903800773,False,False,True,False
ALVINOPOLIS - MG,MG,LINDOURO,PT,0.4090501345559653,0.0,0.676,88.76,22592.13759213759,25.11343410509276,False,False,True,False
ALVORADA - RS,RS,DOUGLAS MARTELLO,PL,0.3283274505075307,613.9390865654112,0.699,96.07,17629.383658543094,2609.7785173282155,False,True,False,False
ALVORADA - TO,TO,THAYNARA MELO,UNIÃO,0.5339790409653858,0.0,0.708,89.78,53864.0081799591,7.290338159306192,False,False,True,False
ALVORADA DE MINAS - MG,MG,DANILO DA SAÚDE,MDB,0.550253807106599,0.0,0.572,79.4,15593.892762683336,11.124496794417906,True,False,False,False
ALVORADA DO GURGUEIA - PI,PI,LÉCIO GUSTAVO,MDB,0.5337173026157908,0.0,0.578,74.2,15431.228861330326,2.497040765363416,True,False,False,False
ALVORADA DO NORTE - GO,GO,DAVID MOREIRA,PSDB,0.7773311897106109,0.0,0.66,82.58,20010.419133317548,6.659009738700297,False,False,True,False
ALVORADA DO SUL - PR,PR,MARQUINHO GASPARELLI,PSD,0.6102479338842975,6294.789850861902,0.708,89.78999999999999,32770.4822777455,21.96022526883696,False,False,True,False
