municipio,sigla_municipio,prefeito_eleito_2024,sigla_partido_prefeito_eleito,porcentagem_votos_validos_2024,emendas_pix_per_capita_partido_prefeito_eleito,idhm_2010,alfabetizacao_2010,pib_per_capita_2021,densidade_demografica_2010,cluster_0,cluster_1,cluster_2,cluster_3
QUEIMADAS - PB,PB,DELÚSIA BARROS,REPUBLICANOS,0.6881496881496881,2098.283604011918,0.608,77.44,12710.541776826556,118.3069749998968,True,False,False,False
QUEIMADOS - RJ,RJ,GLAUCO KAIZER,UNIÃO,0.4913304164641063,0.0,0.68,94.32,31039.17508165923,1855.1334148467213,False,False,True,False
QUEIROZ - SP,SP,RODRIGO,PSD,0.7757994186046512,15313.93568147014,0.715,86.76,209719.14241960185,13.89425028674757,False,False,False,True
QUELUZ - SP,SP,ZÉ CELSO,PSD,0.5837617443715654,5459.111256687412,0.722,93.47,42419.80565563926,36.725029672125885,False,False,True,False
QUERENCIA - MT,MT,GILMAR WENTZ,PRD,0.5600954139735304,0.0,0.692,91.82,159118.38320445293,1.5039221293103748,False,False,False,True
QUERENCIA DO NORTE - PR,PR,ALEX,PL,0.835995085995086,2526.906878802059,0.688,84.64,24630.135704258308,10.960537564450007,False,False,True,False
QUEVEDOS - RS,RS,PROFESSORA TAÍS,PP,0.4255910987482614,11966.493817311528,0.665,91.28,119386.51775029916,4.613154495483324,False,False,True,False
QUIJINGUE - BA,BA,ROMERINHO,AVANTE,0.5818297847653304,0.0,0.544,65.53,9013.849319404875,18.30227190294605,True,False,False,False
QUILOMBO - SC,SC,JAKSOM,MDB,0.458698462864531,10887.316276537833,0.73,91.78,41968.97114861187,39.50011044649988,False,False,True,False
QUINTA DO SOL - PR,PR,LEONARDO ROMERO,PSD,0.5994884910485934,19396.120775844836,0.715,83.55,51486.30273945211,14.039700227379136,False,False,True,False
QUINTANA - SP,SP,FERNANDO ITAPUÃ,PSD,0.6046728971962617,0.0,0.732,90.54,39256.038647343,22.07879193572837,False,False,True,False
QUINZE DE NOVEMBRO - RS,RS,MARCOS LUIS PETRI,MDB,0.5940262115208778,24552.42966751918,0.756,96.44,65248.08184143223,17.516149297966518,False,False,True,False
QUIPAPA - PE,PE,PITÉ,REPUBLICANOS,0.535091414609487,0.0,0.552,63.55,10727.632753235162,77.72282302851953,True,False,False,False
QUIRINOPOLIS - GO,GO,ANDERSON DE PAULA,PDT,0.5942687598587847,5985.922760955271,0.74,90.09,44327.88407950957,12.795027912869305,False,False,True,False
QUISSAMA - RJ,RJ,MARCELO BATISTA,PP,0.5101654557665303,0.0,0.704,91.16,267803.018800518,31.113433938822773,False,False,False,True
QUITANDINHA - PR,PR,ZÉ QUIRERA,PP,0.4968720541605964,5435.373410153277,0.68,92.89,27675.453853679748,36.66648102303458,False,False,True,False
QUITERIANOPOLIS - CE,CE,DRA. JULIANA ABREU,PSD,0.6938760806916426,430.3962796220254,0.594,67.19,9138.673131153218,19.392023395981145,True,False,False,False
QUIXABA - PE,PE,ZE PRETINHO,AVANTE,0.7463249900675407,23164.327128471163,0.577,71.82,10232.529752822704,31.090054924098165,True,False,False,False
QUIXABEIRA - BA,BA,DINHO DO PILOTO,UNIÃO,0.7313370473537605,8455.765775288024,0.578,69.17,8147.447415706585,25.8096544053496,True,False,False,False
QUIXADA - CE,CE,RICARDO SILVEIRA,PSD,0.6923623229576722,2946.4879764280963,0.659,77.06,13186.353483509172,41.66768343252193,True,False,False,False
QUIXELO - CE,CE,ADIL JÚNIOR,PSB,0.7455311841386308,3142.6775612822125,0.591,63.3,12496.54305468259,26.281283246214795,True,False,False,False
QUIXERAMOBIM - CE,CE,CIRILO PIMENTA,PSB,0.6268222176336982,973.5084025944,0.642,75.8,17066.34459763681,24.71638475981733,True,False,False,False
QUIXERE - CE,CE,TOINHO DO BANCO,PT,0.641180243745991,0.0,0.622,73.97,30517.150522180706,34.011844627068086,True,False,False,False
RAFAEL FERNANDES - RN,RN,BENILTON ANASTACIO,UNIÃO,0.727039627039627,7363.7702503681885,0.608,75.57,9806.885125184095,69.436266162453,True,False,False,False
RAFAEL GODEIRO - RN,RN,LUDMILA AMORIM,MDB,1.0,31171.336059986366,0.654,74.19,14809.47511929107,29.333646166334866,True,False,False,False
RAFAEL JAMBEIRO - BA,BA,NALVINHO,UNIÃO,0.6146364687478746,0.0,0.564,70.22,20149.62872546028,18.036267139304417,True,False,False,False
RAFARD - SP,SP,FABINHO,REPUBLICANOS,0.7588791718722113,0.0,0.745,95.26,49401.338538761855,73.66868590266782,False,False,True,False
RAMILANDIA - PR,PR,EDSON DOS SANTOS,PSD,0.6722059302704464,0.0,0.63,84.63,26957.35607675906,16.49846913109657,False,False,True,False
RANCHARIA - SP,SP,HOMERO DO MANÉ FACÃO,PSD,0.7124816983894583,0.0,0.751,92.76,48336.22498950609,18.012710478093336,False,False,True,False
RANCHO ALEGRE - PR,PR,FLAVINHO,PSD,0.6671532846715329,0.0,0.707,88.92,52865.60364464692,19.174597169489605,False,False,True,False
RANCHO QUEIMADO - SC,SC,TIAGO,PL,0.5678421996413628,173833.4858188472,0.753,93.02,50542.2384873437,11.433928601334216,False,False,True,False
RAPOSA - MA,MA,EUDES BARROS,PL,0.6316847213371893,5188.235675605564,0.626,84.73,9280.42413826648,387.3551842558591,True,False,False,False
RAPOSOS - MG,MG,GUILHERME BITENCOURT,CIDADANIA,0.4536509104285451,0.0,0.73,94.99,11898.703851587936,225.34133763951075,False,False,True,False
RAUL SOARES - MG,MG,SILVINHO DA ANTARCTICA,PP,0.4526407682234832,1314.4601460103318,0.655,86.11,18076.890236092728,30.691019203050608,False,False,True,False
REALEZA - PR,PR,PAULO BATERIA,PSD,0.5636655661640046,1194.9914272354133,0.722,92.18,38609.39367174105,46.79098976721936,False,False,True,False
REBOUCAS - PR,PR,LAERCIO,PP,0.401268115942029,1377.97988149373,0.672,93.15,36961.82995728262,27.201952090394187,False,False,True,False
RECREIO - MG,MG,LEO MEDEIROS - MANGA,PT,0.5116348448687351,3179.7946761151998,0.692,88.62,11203.961115653676,47.02597839150962,False,False,True,False
RECURSOLANDIA - TO,TO,VINICIUS BARBOSA,REPUBLICANOS,0.8100686498855835,2923.1218941829875,0.5,72.37,26740.71908798597,1.5436974720717294,True,False,False,False
REDENCAO - CE,CE,SELMA BENEVIDES,PSB,0.7621007038440715,0.0,0.626,75.68,15060.88777834938,109.66657311160954,True,False,False,False
REDENCAO - PA,PA,DR RENER,PRD,0.5338387918712324,0.0,0.672,88.38,29819.72499036181,22.38349958077233,False,False,True,False
REDENCAO DA SERRA - SP,SP,JUCIMAR,PL,0.8370654095462581,28927.45883400089,0.657,89.6,14869.826435246996,14.53042458914794,False,False,True,False
REDENCAO DO GURGUEIA - PI,PI,DR ARLEI,MDB,0.5461260669730794,11209.506790564688,0.589,78.22,11666.666666666666,3.397017572580316,True,False,False,False
REDENTORA - RS,RS,NICO,MDB,0.6295832588087998,5237.215033887862,0.631,83.72,23916.92339289382,32.06259144136628,True,False,False,False
REDUTO - MG,MG,CINTIA DE MATOS,NOVO,0.4279290532100924,0.0,0.629,86.67,15446.610601427115,51.62309155339052,False,False,True,False
REGENERACAO - PI,PI,SEU DUA,PSD,0.5371775417298937,6712.192844218759,0.591,68.18,15438.860678223313,13.69004979925425,True,False,False,False
REGENTE FEIJO - SP,SP,MARCO ROCHA,REPUBLICANOS,0.7488008527269497,0.0,0.768,92.66,48832.21643087615,76.52886350844088,False,False,True,False
REGISTRO - SP,SP,SAMUEL,PSD,0.651430828336505,0.0,0.754,94.42,39324.886983502096,83.01773114121598,False,False,True,False
REMANSO - BA,BA,MARCOS PALMEIRA,PC do B,0.5761902914128284,0.0,0.579,72.55,11994.530133543589,8.874449799015427,True,False,False,False
REMIGIO - PB,PB,CLAUDIO RÉGIS,PP,0.5067728429521385,0.0,0.607,69.3,10140.341067934023,97.50464627863968,True,False,False,False
RENASCENCA - PR,PR,FABIELI MANFREDI,PDT,0.5487544483985766,0.0,0.733,90.26,61729.58363769174,14.07756391567195,False,False,True,False
RERIUTABA - CE,CE,PEDRO HUMBERTO,PSB,1.0,28911.990755670213,0.601,70.75,10249.919380844887,49.91169440826472,True,False,False,False
RESENDE - RJ,RJ,TANDE,PP,0.6401794616151545,0.0,0.768,95.79,82973.87587569052,117.88792602519553,False,False,True,False
RESENDE COSTA - MG,MG,LUCAS PAULO,PSD,0.7988773274917853,11576.12644701692,0.685,94.07,18480.409617097062,18.17771945803916,False,False,True,False
RESERVA - PR,PR,LUCAS MACHADO,PODE,0.6094076200417536,0.0,0.618,85.24,30823.2613030562,13.821417487675896,True,False,False,False
RESERVA DO CABACAL - MT,MT,JONAS CAMPOS,PP,0.6553745928338762,0.0,0.676,82.11,22368.52026390198,1.5940281747105356,False,False,True,False
RESERVA DO IGUACU - PR,PR,VITORIO,PSD,0.670215077123615,3967.6484053105446,0.648,88.03999999999999,39683.96154433084,7.303121416257021,False,False,True,False
RESPLENDOR - MG,MG,NEMIAS MARTINS,PL,0.5391835843702248,11552.304655752932,0.67,85.24,16130.094043887148,15.91657963825901,False,False,True,False
RESSAQUINHA - MG,MG,DR NASSER FERES,NOVO,0.7835558678847505,0.0,0.683,89.28,82021.76781002639,24.81274546917234,False,False,True,False
RESTINGA - SP,SP,FELIPE TALVANI,MDB,0.5389396709323583,0.0,0.705,91.01,33065.58400999376,26.056411816485568,False,False,True,False
RESTINGA SECA - RS,RS,NORTON SOARES,MDB,0.567001675041876,4183.680299886204,0.683,92.89,45077.98380078988,15.42269055755571,False,False,True,False
RETIROLANDIA - BA,BA,GUENE,PSB,0.5040465581522233,0.0,0.636,80.78999999999999,10981.75957805289,56.38513919909069,True,False,False,False
RIACHAO - MA,MA,PAULA COELHO,MDB,0.6235898177610645,0.0,0.576,79.91,30401.49017836984,3.458801447217176,True,False,False,False
RIACHAO - PB,PB,DONATO,PSB,0.5030998140111593,0.0,0.574,68.52,12467.372736590363,34.26734541074826,True,False,False,False
RIACHAO DAS NEVES - BA,BA,MOAB,REPUBLICANOS,0.5319674600783368,0.0,0.578,69.84,71139.58968672027,3.6207640543519415,True,False,False,False
RIACHAO DO BACAMARTE - PB,PB,ARI,PSB,0.9046350559403304,0.0,0.553,64.19,10682.515991471217,116.5227933541255,True,False,False,False
RIACHAO DO DANTAS - SE,SE,GALEGO,PSD,0.4335945485519591,0.0,0.539,70.77,17960.13760716431,31.37925811414888,True,False,False,False
RIACHAO DO JACUIPE - BA,BA,CARLINHOS,UNIÃO,0.4950945302960124,21340.50500209669,0.628,82.02,12290.990235428024,28.902442298435776,True,False,False,False
RIACHAO DO POCO - PB,PB,MARCELO,UNIÃO,0.575252406668232,44322.498944702405,0.555,66.37,11858.801181933306,117.4081672526786,True,False,False,False
RIACHINHO - MG,MG,NEIZON REZENDE,PODE,0.6166166166166166,0.0,0.632,86.0,22914.61460002914,3.991858707627456,False,False,True,False
RIACHINHO - TO,TO,RONAILDO BANDEIRA,REPUBLICANOS,0.7724296005239031,0.0,0.572,77.44,17307.070707070707,7.733701702057662,True,False,False,False
RIACHO DA CRUZ - RN,RN,MARCOS AURÉLIO,PP,1.0,165964.34653831914,0.584,74.15,13886.708626434654,21.22055258817796,True,False,False,False
RIACHO DAS ALMAS - PE,PE,DIÓ FILHO,PSDB,0.5909686578573768,0.0,0.57,65.53,12624.788022675515,65.74563474762725,True,False,False,False
RIACHO DE SANTANA - BA,BA,DR JOAO VÍTOR,PSD,0.5798136974700964,0.0,0.615,72.46000000000001,10343.9158607665,9.646312783994723,True,False,False,False
RIACHO DE SANTANA - RN,RN,DR CÁSSIO,PP,0.8404522613065326,26653.74363944754,0.591,72.55,10543.73637024473,32.25033197587454,True,False,False,False
RIACHO DOS CAVALOS - PB,PB,ARTHUR VIEIRA,PP,0.5014037774374681,7064.641469445426,0.568,67.36,10901.330507476743,32.367372552829885,True,False,False,False
RIACHO DOS MACHADOS - MG,MG,RICARDO DE MINGA,PL,0.8295124313852115,11420.740063956144,0.627,77.94,60843.76427592508,6.655455602024252,True,False,False,False
RIACHO FRIO - PI,PI,JABES JUNIOR,PSD,1.0,16806.722689075632,0.541,79.92,11111.40456182473,1.8742042329709785,True,False,False,False
RIACHUELO - RN,RN,JOCA BASÍLIO,PODE,0.542008032128514,0.0,0.592,69.72,26005.954797672217,28.10609844909221,True,False,False,False
RIACHUELO - SE,SE,PETINHO DE JOAO GRANDE,MDB,0.4516269610691458,25205.761316872427,0.617,82.99,25423.068129858253,99.01443715897476,True,False,False,False
RIALMA - GO,GO,DR LUCAS,UNIÃO,0.5457442570707741,6576.243321002877,0.727,91.75,25851.623510069872,45.320323119906405,False,False,True,False
RIANAPOLIS - GO,GO,GILBER MIRANDA,PP,0.6700404858299596,43969.84924623116,0.693,84.45,20908.54271356784,25.273946938873987,False,False,True,False
RIBAMAR FIQUENE - MA,MA,COCIFLAN,REPUBLICANOS,0.5929771568812535,6738.544474393531,0.615,78.16,16739.622641509435,10.108215798538495,True,False,False,False
RIBAS DO RIO PARDO - MS,MS,ROBERSON,PSDB,0.5698645388754872,0.0,0.664,89.65,81870.58315334773,1.218942476300493,False,False,True,False
RIBEIRA - SP,SP,ARI DA CESP,PSD,0.4500393391030684,0.0,0.698,87.52,19821.519795657725,9.319074442734305,False,False,True,False
RIBEIRA DO AMPARO - BA,BA,TETI BRITTO,MDB,0.5728505904167074,0.0,0.512,64.41,13896.539267393977,21.500342376508115,True,False,False,False
RIBEIRA DO PIAUI - PI,PI,ANTÔNIO NETO,PT,0.6744454047824834,4932.182490752158,0.52,69.53,53610.35758323058,4.005475472644424,True,False,False,False
RIBEIRA DO POMBAL - BA,BA,ERIKSSON SILVA,MDB,0.7490584622515789,7313.460470283281,0.601,73.66,13267.376411775596,43.12060872493286,True,False,False,False
RIBEIRAO - PE,PE,CAROL JORDÃO,PSB,0.5482939399324684,0.0,0.602,76.71000000000001,17202.584534574864,115.75592032184412,True,False,False,False
RIBEIRAO BONITO - SP,SP,PAULO VEIGA,PP,0.3642600457366873,0.0,0.712,90.48,33831.831831831834,23.3114857220624,False,False,True,False
RIBEIRAO BRANCO - SP,SP,TUCA RIBAS,PP,0.5837603816928786,4294.840822462017,0.639,87.76,31969.66768669136,26.709899236528123,False,False,True,False
RIBEIRAO CASCALHEIRA - MT,MT,DONA ELZA,PL,0.4345218800648298,0.0,0.67,88.18,75015.4623847755,0.8885478077699519,False,False,True,False
RIBEIRAO CLARO - PR,PR,LISANDRO BAGGIO,UNIÃO,0.5428982474496469,0.0,0.716,92.55,31035.66806858622,17.930572720074117,False,False,True,False
RIBEIRAO CORRENTE - SP,SP,ANINHA MONTANHER,MDB,0.6387865041111426,6510.416666666667,0.711,90.49,69240.01736111111,31.02853281838972,False,False,True,False
RIBEIRAO DO LARGO - BA,BA,ZUINA BORGES,AVANTE,0.5223631043611537,0.0,0.54,69.03999999999999,11398.049281314168,7.143507309598143,True,False,False,False
RIBEIRAO DO PINHAL - PR,PR,DARTAGNAN,PP,0.5442753143613501,16858.215926493107,0.701,84.62,25885.75803981623,29.561612521780283,False,False,True,False
RIBEIRAO DO SUL - SP,SP,ELIANA,CIDADANIA,0.6016898008449004,0.0,0.747,92.78,47971.56296771434,23.00850656475108,False,False,True,False
RIBEIRAO DOS INDIOS - SP,SP,NINO TERCINO,PSD,0.5694935217903416,0.0,0.721,86.08,23210.37037037037,10.311992115624172,False,False,True,False
RIBEIRAO GRANDE - SP,SP,MARCELO NUNES,PP,1.0,43624.161073825504,0.705,86.91,15703.624161073823,22.336962074799896,False,False,True,False
RIBEIRAO PIRES - SP,SP,GUTO VOLPI,PL,0.4672086107699269,865.3588210351422,0.784,96.53,33671.137687242015,1169.117499242951,False,False,True,False
RIBEIRAO VERMELHO - MG,MG,WELDER PEREIRA,PSDB,1.0,0.0,0.737,94.86,25820.58823529412,82.83863890422869,False,False,True,False
RIBEIRAOZINHO - MT,MT,DANILO COELHO,PSB,0.5102954341987467,0.0,0.692,88.45,72884.68954878519,4.146234417494953,False,False,True,False
RIBEIRO GONCALVES - PI,PI,AGAMENON FRANCO,PT,0.6018460247535138,2920.181700194679,0.601,77.32,112890.16872160934,1.5460967118770683,True,False,False,False
RIBEIROPOLIS - SE,SE,ROGÉRIO SOBRAL,PSB,0.6051516692086087,0.0,0.613,71.5,19928.55046087008,62.03916872360943,True,False,False,False
RIFAINA - SP,SP,JUNIOR DA SAUDE,PSD,0.5530674131094006,0.0,0.74,93.19,47211.16325018523,24.91085747302848,False,False,True,False
RINCAO - SP,SP,TENENTE RODRIGUES,PL,0.7744063324538258,9122.884150362715,0.734,92.21,24845.35062651132,28.69595048499352,False,False,True,False
RINOPOLIS - SP,SP,GRAZIELA TOME,NOVO,0.5161290322580645,0.0,0.723,89.85,37695.86348417756,25.82065546020301,False,False,True,False
RIO ACIMA - MG,MG,FELIPE DO WALDINEY,PDT,0.5622219032582173,0.0,0.673,92.84,46045.31722054381,44.9922753563484,False,False,True,False
RIO AZUL - PR,PR,LEANDRO JASINSKI,PSD,0.6752842737609955,17825.311942959,0.687,95.83,52021.03386809269,20.812466726779896,False,False,True,False
RIO BANANAL - ES,ES,BRUNO PELLA,PODE,0.5735318444995864,0.0,0.681,86.73,27274.151706962748,30.03559223994042,False,False,True,False
RIO BOM - PR,PR,MOISÉS ANDRADE,PSD,0.8397077782552643,58179.54332186425,0.729,91.54,32647.169221144824,16.05510893815209,False,False,True,False
RIO BONITO - RJ,RJ,MARCOS ABRAHÃO,UNIÃO,0.344624850452914,0.0,0.71,92.11,32543.446584689744,122.60051369927736,False,False,True,False
RIO BONITO DO IGUACU - PR,PR,SEZAR BOVINO,PSD,0.570859608363757,2871.706511594515,0.629,89.14,31699.547706224424,18.53804226353072,False,False,True,False
RIO BRANCO - MT,MT,PABOLLO,REPUBLICANOS,0.6455009572431397,0.0,0.707,85.8,23641.455347298783,8.407214111363936,False,False,True,False
RIO BRANCO DO IVAI - PR,PR,PEDRO TABORDA,MDB,0.6700889801505818,0.0,0.64,85.01,30348.4768907563,8.80661374880055,False,False,True,False
RIO BRANCO DO SUL - PR,PR,KARIME FAYAD,PSB,0.5035265256056425,2928.8034506629747,0.679,89.53,36628.22834016721,41.17401367567671,False,False,True,False
RIO BRILHANTE - MS,MS,LUCAS FORONI,MDB,0.8365539035383102,0.0,0.715,91.89,99227.30778436744,8.446180972018723,False,False,True,False
RIO CASCA - MG,MG,RAIMUNDO DA FARMACIA,PP,0.5829939528569665,3909.60982093987,0.65,88.81,18560.24708734068,33.22814133282283,False,False,True,False
RIO CLARO - RJ,RJ,BABTON BIONDI,PP,0.7498955111594082,0.0,0.683,89.77,25054.364691684383,20.552552720186803,False,False,True,False
RIO CRESPO - RO,RO,EDER PARAGUAI,PL,0.4539671911617007,35724.57505041775,0.643,86.71000000000001,53134.54335926246,2.019982085097953,False,False,True,False
RIO DAS ANTAS - SC,SC,GIL,PL,0.5157338965153115,6716.7759475451785,0.697,94.0,46068.287222133375,19.871871045953604,False,False,True,False
RIO DAS FLORES - RJ,RJ,RODRIGO CIBALENA,MDB,0.6047585724282715,13960.241232968505,0.68,91.35,32878.15501451865,18.7052115992508,False,False,True,False
RIO DAS OSTRAS - RJ,RJ,CARLOS AUGUSTO,PL,0.5233273774071868,0.0,0.773,96.27,57185.8445533609,684.5912947047113,False,False,True,False
RIO DAS PEDRAS - SP,SP,MARCOS BUZETTO,REPUBLICANOS,0.5385625722391509,0.0,0.759,93.86,57063.36184882533,138.26091900524315,False,False,True,False
RIO DE CONTAS - BA,BA,CÉLIO,PSD,0.5229722064662508,0.0,0.605,79.96000000000001,11827.518203883496,11.82364931502969,True,False,False,False
RIO DO ANTONIO - BA,BA,GERSON MARTINS,PSB,0.8535502958579881,0.0,0.576,71.56,8800.77590141488,16.897095994778244,True,False,False,False
RIO DO CAMPO - SC,SC,VIDAL,PSD,0.5316402997502082,0.0,0.729,94.21,33000.46497210168,12.846364420877707,False,False,True,False
RIO DO FOGO - RN,RN,MÁRCIO DE CICI,PSD,0.6641649048625793,9660.90232827746,0.569,73.16,17929.95845811999,68.48004328666306,True,False,False,False
RIO DO OESTE - SC,SC,BRUNO PESSATTI,PL,0.6044905008635578,18080.314960629923,0.754,95.92,35640.247837872725,31.62900462762225,False,False,True,False
RIO DO PIRES - BA,BA,ZÉ MARCOS,AVANTE,0.5336437939555218,0.0,0.594,72.66,9566.828617700296,16.003321557737674,True,False,False,False
RIO DO PRADO - MG,MG,MISSIM,PSB,0.5011318619128466,38801.4658331537,0.605,75.68,11354.386721276138,9.66348922214735,True,False,False,False
RIO DO SUL - SC,SC,MANOEL,PL,0.4050356648568082,1828.8398749087305,0.802,97.19,50833.09683552152,278.2193031711425,False,False,True,False
RIO DOCE - MG,MG,SILVÉRIO,PT,1.0,0.0,0.664,85.61,20882.850241545893,22.15777277008848,False,False,True,False
RIO DOS BOIS - TO,TO,JOEL RUFINO,REPUBLICANOS,0.5885416666666666,0.0,0.616,80.75,31383.491599707817,3.231781077678085,True,False,False,False
RIO DOS CEDROS - SC,SC,JORGE STOLF,PL,0.633377135348226,4141.739530602853,0.729,96.97,43712.471237919926,19.53876613845987,False,False,True,False
RIO DOS INDIOS - RS,RS,FLAVIO,PP,1.0,10582.010582010582,0.656,85.15,48142.50440917107,12.02503226436571,False,False,True,False
RIO ESPERA - MG,MG,MÁRCIO MIRANDA,MDB,0.5721524118362383,0.0,0.602,86.68,10979.9226376865,22.7329558288998,True,False,False,False
RIO FORMOSO - PE,PE,BERG DE HACKER,PSDB,0.4311346422531068,0.0,0.613,77.51,18985.006746963867,87.96182947945623,True,False,False,False
RIO FORTUNA - SC,SC,LINDOMAR BALLMANN,PSD,0.6324297438448148,0.0,0.806,97.11,62463.58572312771,16.00816457684334,False,False,True,False
RIO GRANDE - RS,RS,DARLENE,PT,0.4912547450916364,2560.440854611777,0.744,95.38,69213.9343408025,71.5206463495726,False,False,True,False
RIO GRANDE DA SERRA - SP,SP,AKIRA AURIANI,PSB,0.6858082964471777,0.0,0.749,94.59,21750.667874122708,1212.0505383392217,False,False,True,False
RIO GRANDE DO PIAUI - PI,PI,ANTONIO LUIS,PSD,0.776149233844104,5171.522151353215,0.572,70.23,10600.068953628685,9.11822480742106,True,False,False,False
RIO LARGO - AL,AL,CARLOS GONÇALVES,PP,0.629889513471603,0.0,0.643,81.72,15149.09450956594,319.951717401519,True,False,False,False
RIO MANSO - MG,MG,DADA,AVANTE,0.5210084033613446,0.0,0.648,88.42,20428.34051724138,24.07419915391421,False,False,True,False
RIO MARIA - PA,PA,MARCIA FERREIRA,MDB,0.5495306661806252,15230.635335073976,0.638,83.96000000000001,32738.903394255874,4.467084467113636,False,False,True,False
RIO NEGRINHO - SC,SC,DR CAIO,PL,0.5862302006335798,2037.645500624029,0.738,96.16,41120.60314306818,43.26957883960812,False,False,True,False
RIO NEGRO - MS,MS,HENRIQUE EZOE,PSDB,0.8457695910084296,0.0,0.709,87.05,27745.713695517454,2.4993364740991466,False,False,True,False
RIO NEGRO - PR,PR,ALESSANDRO,PP,0.4574003741284507,1596.2201506831825,0.76,96.46,41451.187587792105,45.27468808486998,False,False,True,False
RIO NOVO - MG,MG,GUILHERME NOGUEIRA,REPUBLICANOS,0.5390455531453362,997.8868278938718,0.707,90.1,14100.49307349143,40.68502424390985,False,False,True,False
RIO NOVO DO SUL - ES,ES,NEI CASTELARI,PODE,0.7057277255118982,3613.695907489385,0.711,90.97,20768.18140753456,54.09680066309256,False,False,True,False
RIO PARANAIBA - MG,MG,ADRIANO,PL,0.5307209660234403,2958.9870630333057,0.709,91.26,62369.46050096339,10.745855504532758,False,False,True,False
RIO PARDO - RS,RS,ROGÉRIO MONTEIRO,MDB,0.3478200883002207,663.704045709009,0.693,91.77,40125.75748831304,16.893585883970758,False,False,True,False
RIO PARDO DE MINAS - MG,MG,TUQUINHA,UNIÃO,0.6772625053181791,14148.774362420856,0.624,76.57,12219.836581656116,9.067915571045676,True,False,False,False
RIO PIRACICABA - MG,MG,AUGUSTO,CIDADANIA,0.8358911168365633,0.0,0.685,91.46,91538.58246189596,39.21734689223213,False,False,True,False
RIO POMBA - MG,MG,DR FERNANDO,MDB,0.5187135062697426,0.0,0.714,90.97,23931.605801754285,69.00289998915079,False,False,True,False
RIO PRETO - MG,MG,ANTONIO MARCIO,MDB,0.3592189926780563,0.0,0.679,87.74,13456.91499708228,14.790989627099693,False,False,True,False
RIO PRETO DA EVA - AM,AM,PROFESSORA SOCORRO NOGUEIRA,UNIÃO,0.6029608968513651,12030.798845043311,0.611,88.75,16327.638755213346,4.28787582676405,False,False,True,False
RIO QUENTE - GO,GO,ANA PAULA,SOLIDARIEDADE,0.599946836788942,0.0,0.731,95.15,84395.96273291926,15.776626523934294,False,False,True,False
RIO REAL - BA,BA,JAN DA LARANJA,PV,0.4323607427055703,0.0,0.572,75.57,29172.133929076408,47.808168049777365,True,False,False,False
RIO RUFINO - SC,SC,ADEMAR,PP,0.5538461538461539,12515.644555694618,0.653,90.49,29228.61910721736,8.481450321648241,False,False,True,False
RIO SONO - TO,TO,VALDÉIA MARTINS,REPUBLICANOS,0.6275064267352185,0.0,0.6,80.11,23020.656889072507,0.7627956834327512,True,False,False,False
RIO TINTO - PB,PB,MAGNA GERBASI,PP,0.5814392705958971,3457.9553313534843,0.585,73.44,13098.36865872015,52.87239091027098,True,False,False,False
RIO VERDE DE MATO GROSSO - MS,MS,RÉUS FORNARI,PP,0.7662337662337663,2018.3671409829449,0.673,88.16,31952.467453829853,2.249337110915832,False,False,True,False
RIO VERMELHO - MG,MG,MARKÃO,PSD,0.6882434728873783,0.0,0.558,73.1,11135.8278617198,12.815706181740484,True,False,False,False
RIOLANDIA - SP,SP,TONINHO SANTANA,PSD,1.0,0.0,0.703,86.99,26090.11543311669,16.30996844769677,False,False,True,False
RIOZINHO - RS,RS,ALEMÃO,PL,0.5161208428535161,2213.2796780684102,0.661,91.61,34841.940532081375,18.705619804989137,False,False,True,False
RIQUEZA - SC,SC,JULIANO,MDB,0.5214029273681303,4194.6308724832215,0.714,91.57,30966.65268456376,24.949534247214444,False,False,True,False
RITAPOLIS - MG,MG,RONATO,PRD,0.3427337398373983,7509.010812975571,0.653,90.46,18093.111734080896,12.332197096778476,False,False,True,False
RIVERSUL - SP,SP,MARCÃO,PSD,0.5111812680873454,0.0,0.664,86.7,16573.673870333987,14.499610816904992,False,False,True,False
ROCA SALES - RS,RS,MAZINHO,PP,0.5243445692883895,11998.464196582838,0.729,96.9,55296.6980226531,50.1927421369633,False,False,True,False
ROCHEDO - MS,MS,ARINO,PSDB,0.4899929361902519,13464.127716868628,0.651,92.52,53940.75783804578,3.4748445277388176,False,False,True,False
ROCHEDO DE MINAS - MG,MG,CRISTIANO COLETTA,REPUBLICANOS,0.8533228470310656,56743.78000872981,0.684,90.56,50081.187254474025,28.82395821553556,False,False,True,False
RODEIO - SC,SC,NEI ,MDB,0.5945529290853032,8622.71693971937,0.754,96.25,30572.078074782472,98.8730127930893,False,False,True,False
RODEIO BONITO - RS,RS,PAULO DUARTE,REPUBLICANOS,0.5817465528562049,5710.850616170725,0.732,92.07,41971.44574691915,79.78263049894171,False,False,True,False
RODEIRO - MG,MG,JOSÉ CARLOS BENJAMIM,PSD,0.513107937081902,0.0,0.668,91.85,63492.1514312096,119.44498893651075,False,False,True,False
RODELAS - BA,BA,EMANUEL RODRIGUES,PC do B,0.5995730405611467,0.0,0.632,77.84,13926.367869615831,4.672039731832613,True,False,False,False
RODOLFO FERNANDES - RN,RN,CLAUDINHA,PL,0.5192625856771449,0.0,0.604,69.56,13954.266855256954,27.440924281283262,True,False,False,False
